Time Stamp,Round1-Sol-R836_x,Round1-Sol-R836_y,Round1-Sol-R836_z
20240313_233959,0.488085,-9.469314,0.2851425
20240313_233959,0.5054048,-9.471415,0.272782
20240313_233959,0.5215917,-9.474905,0.2635497
20240313_233959,0.5339239,-9.478213,0.2584935
20240313_233959,0.5434623,-9.479892,0.2553705
20240313_233959,0.5513624,-9.48283,0.253853
20240313_233959,0.5560496,-9.485621,0.2544411
20240313_233959,0.5609407,-9.486237,0.2544449
20240313_234000,0.5640483,-9.4844,0.253782
20240313_234000,0.5672082,-9.483088,0.2528216
20240313_234000,0.5678899,-9.48722,0.2531689
20240313_234000,0.5667206,-9.490439,0.2534513
20240313_234000,0.5650722,-9.491156,0.2505918
20240313_234000,0.5594786,-9.491245,0.2465538
20240313_234000,0.5549333,-9.495506,0.2446568
20240313_234000,0.5497663,-9.504557,0.2438309
20240313_234000,0.545043,-9.512382,0.2426209
20240313_234000,0.5445945,-9.518971,0.2414901
20240313_234000,0.5449504,-9.52084,0.2433886
20240313_234000,0.5451851,-9.520494,0.246124
20240313_23400
