Position_HeadSet_x,Position_HeadSet_y,Position_HeadSet_z,Position_Right_x,Position_Right_y,Position_Right_z,Position_Left_x,Position_Left_y,Position_Left_z,E_x,E_y,E_z,R_x,R_y,R_z,A_x,A_y,A_z,
-2.954535,-9.546478,0.06456493,-3.186912,-9.746715,0.2289821,-1.217411,-11.01,0.007724524,0.1059999,-10.38076,-0.204,-2.444,-9.958097,-1.064,-2.444,-9.748825,-0.634,
-2.951077,-9.548137,0.06444584,-3.173056,-9.751289,0.24005,-1.217411,-11.01,0.007724524,0.1059999,-10.38016,-0.204,-2.444,-9.957602,-1.064,-2.444,-9.749855,-0.634,
-2.94761,-9.550115,0.06413029,-3.155905,-9.757583,0.2524225,-1.217411,-11.01,0.007724524,0.1059999,-10.37965,-0.204,-2.444,-9.957206,-1.064,-2.444,-9.750861,-0.634,
-2.945788,-9.550743,0.06414448,-3.139123,-9.764054,0.2619828,-1.217411,-11.01,0.007724524,0.1059999,-10.37937,-0.204,-2.444,-9.956999,-1.064,-2.444,-9.751513,-0.634,
-2.943148,-9.55144,0.06478308,-3.117064,-9.771492,0.2732099,-1.217411,-11.01,0.007724524,0.1059999,-10.37903,-0.204,-2.444,-9.956778,-1.064,-2.444,-9.752452,-0.634,
-2.938993,-9.553032,0.06576537,-3.089222,-9.780903,0.2859195,-1.217411,-11.01,0.007724524,0.1059999,-10.3788,-0.204,-2.444,-9.956664,-1.064,-2.444,-9.753339,-0.634,
-2.935358,-9.5542,0.0661106,-3.064671,-9.789862,0.2943627,-1.217411,-11.01,0.007724524,0.1059999,-10.37867,-0.204,-2.444,-9.95666,-1.064,-2.444,-9.754162,-0.634,
-2.932047,-9.556133,0.06638835,-3.034256,-9.801238,0.3033193,-1.217411,-11.01,0.007724524,0.1059999,-10.37866,-0.204,-2.444,-9.956765,-1.064,-2.444,-9.754913,-0.634,
-2.929167,-9.557925,0.06669997,-3.004845,-9.81315,0.3102401,-1.217411,-11.01,0.007724524,0.1059999,-10.37875,-0.204,-2.444,-9.956979,-1.064,-2.444,-9.755585,-0.634,
-2.927033,-9.558532,0.06694196,-2.975043,-9.825763,0.3136065,-1.217411,-11.01,0.007724524,0.1059999,-10.37895,-0.204,-2.444,-9.957298,-1.064,-2.444,-9.756168,-0.634,
-2.9229,-9.559025,0.06686519,-2.946511,-9.836866,0.3142344,-1.217411,-11.01,0.007724524,0.1059999,-10.37926,-0.204,-2.444,-9.95772,-1.064,-2.444,-9.756658,-0.634,
-2.920808,-9.559684,0.0670694,-2.91867,-9.849071,0.3117808,-1.217411,-11.01,0.007724524,0.1059999,-10.37967,-0.204,-2.444,-9.95824,-1.064,-2.444,-9.757048,-0.634,
-2.918535,-9.560401,0.06649648,-2.893867,-9.86071,0.3078297,-1.217411,-11.01,0.007724524,0.1059999,-10.38,-0.204,-2.444,-9.958638,-1.064,-2.444,-9.75725,-0.634,
-2.913435,-9.562421,0.06504653,-2.870431,-9.871296,0.3028909,-1.217411,-11.01,0.007724524,0.1059999,-10.38057,-0.204,-2.444,-9.959308,-1.064,-2.444,-9.757465,-0.634,
-2.910805,-9.56279,0.06357573,-2.847813,-9.881979,0.29602,-1.217411,-11.01,0.007724524,0.1059999,-10.38101,-0.204,-2.444,-9.959799,-1.064,-2.444,-9.757549,-0.634,
-2.906836,-9.563512,0.06174837,-2.825729,-9.89488,0.2879601,-1.217411,-11.01,0.007724524,0.1059999,-10.38147,-0.204,-2.444,-9.960324,-1.064,-2.444,-9.757585,-0.634,
-2.90503,-9.564208,0.06009983,-2.799581,-9.911314,0.2780365,-1.217411,-11.01,0.007724524,0.1059999,-10.38224,-0.204,-2.444,-9.961168,-1.064,-2.444,-9.757545,-0.634,
-2.90128,-9.56589,0.05626009,-2.77407,-9.928649,0.2667855,-1.217411,-11.01,0.007724524,0.1059999,-10.38308,-0.204,-2.444,-9.962072,-1.064,-2.444,-9.757398,-0.634,
-2.899352,-9.565963,0.05393706,-2.745646,-9.946206,0.2511092,-1.217411,-11.01,0.007724524,0.1059999,-10.38398,-0.204,-2.444,-9.963027,-1.064,-2.444,-9.757142,-0.634,
-2.896767,-9.565326,0.0489106,-2.721337,-9.960835,0.2328695,-1.217411,-11.01,0.007724524,0.1059999,-10.38493,-0.204,-2.444,-9.964022,-1.064,-2.444,-9.756782,-0.634,
-2.895602,-9.564984,0.04647349,-2.701954,-9.971464,0.2137102,-1.217411,-11.01,0.007724524,0.1059999,-10.38558,-0.204,-2.444,-9.964701,-1.064,-2.444,-9.756486,-0.634,
-2.894841,-9.563951,0.04366158,-2.686794,-9.978931,0.1942332,-1.217411,-11.01,0.007724524,0.1059999,-10.38659,-0.204,-2.444,-9.965737,-1.064,-2.444,-9.75596,-0.634,
-2.905097,-9.565012,0.03251384,-2.673442,-9.985355,0.1725955,-1.217411,-11.01,0.007724524,0.1059999,-10.38763,-0.204,-2.444,-9.966783,-1.064,-2.444,-9.755343,-0.634,
-2.905902,-9.56477,0.02917121,-2.665014,-9.99078,0.1535269,-1.217411,-11.01,0.007724524,0.1059999,-10.38832,-0.204,-2.444,-9.96748,-1.064,-2.444,-9.754885,-0.634,
-2.906882,-9.564572,0.02666281,-2.658402,-9.995667,0.1355213,-1.217411,-11.01,0.007724524,0.1059999,-10.38937,-0.204,-2.444,-9.968517,-1.064,-2.444,-9.754129,-0.634,
-2.909614,-9.564712,0.02229558,-2.6532,-10.00159,0.1168679,-1.217411,-11.01,0.007724524,0.1059999,-10.39041,-0.204,-2.444,-9.969534,-1.064,-2.444,-9.753304,-0.634,
-2.911501,-9.565136,0.02057038,-2.647629,-10.00677,0.1000596,-1.217411,-11.01,0.007724524,0.1059999,-10.39143,-0.204,-2.444,-9.970519,-1.064,-2.444,-9.752415,-0.634,
-2.912989,-9.564837,0.01935695,-2.643687,-10.01053,0.08596671,-1.217411,-11.01,0.007724524,0.1059999,-10.39209,-0.204,-2.444,-9.971152,-1.064,-2.444,-9.751792,-0.634,
-2.917146,-9.565079,0.01598881,-2.644535,-10.01551,0.06969488,-1.217411,-11.01,0.007724524,0.1059999,-10.39305,-0.204,-2.444,-9.972061,-1.064,-2.444,-9.750821,-0.634,
-2.91868,-9.565658,0.01541184,-2.642088,-10.01929,0.05635583,-1.217411,-11.01,0.007724524,0.1059999,-10.39397,-0.204,-2.444,-9.97291,-1.064,-2.444,-9.749814,-0.634,
-2.921283,-9.566057,0.01425158,-2.640627,-10.02239,0.04417217,-1.217411,-11.01,0.007724524,0.1059999,-10.39455,-0.204,-2.444,-9.973439,-1.064,-2.444,-9.749128,-0.634,
-2.923481,-9.566546,0.01336239,-2.638263,-10.02563,0.03264904,-1.217411,-11.01,0.007724524,0.1059999,-10.39536,-0.204,-2.444,-9.974169,-1.064,-2.444,-9.748088,-0.634,
-2.927548,-9.568284,0.01176594,-2.635828,-10.03023,0.01953304,-1.217411,-11.01,0.007724524,0.1059999,-10.39586,-0.204,-2.444,-9.97461,-1.064,-2.444,-9.74739,-0.634,
-2.929541,-9.569087,0.01087974,-2.633147,-10.03455,0.006710649,-1.217411,-11.01,0.007724524,0.1059999,-10.39655,-0.204,-2.444,-9.9752,-1.064,-2.444,-9.746346,-0.634,
-2.93116,-9.569425,0.01061235,-2.630685,-10.04084,-0.006456733,-1.217411,-11.01,0.007724524,0.1059999,-10.39695,-0.204,-2.444,-9.97554,-1.064,-2.444,-9.745656,-0.634,
-2.932737,-9.569478,0.01040875,-2.6287,-10.04768,-0.01798427,-1.217411,-11.01,0.007724524,0.1059999,-10.39732,-0.204,-2.444,-9.975838,-1.064,-2.444,-9.744977,-0.634,
-2.935389,-9.569815,0.01063405,-2.627333,-10.05569,-0.03024828,-1.217411,-11.01,0.007724524,0.1059999,-10.3978,-0.204,-2.444,-9.976199,-1.064,-2.444,-9.743981,-0.634,
-2.936366,-9.570038,0.01141892,-2.626243,-10.06337,-0.04044271,-1.217411,-11.01,0.007724524,0.1059999,-10.39817,-0.204,-2.444,-9.976457,-1.064,-2.444,-9.743027,-0.634,
-2.937764,-9.570227,0.01348184,-2.62413,-10.06964,-0.04889619,-1.217411,-11.01,0.007724524,0.1059999,-10.39844,-0.204,-2.444,-9.976606,-1.064,-2.444,-9.742121,-0.634,
-2.938366,-9.570293,0.01439689,-2.62048,-10.07169,-0.05402768,-1.217411,-11.01,0.007724524,0.1059999,-10.3986,-0.204,-2.444,-9.976647,-1.064,-2.444,-9.741276,-0.634,
-2.937959,-9.570049,0.01683198,-2.614387,-10.07219,-0.05937612,-1.217411,-11.01,0.007724524,0.1059999,-10.39865,-0.204,-2.444,-9.976579,-1.064,-2.444,-9.740499,-0.634,
-2.937961,-9.569979,0.01793717,-2.608887,-10.07118,-0.0642997,-1.217411,-11.01,0.007724524,0.1059999,-10.39859,-0.204,-2.444,-9.9764,-1.064,-2.444,-9.7398,-0.634,
-2.938018,-9.570189,0.01884244,-2.60293,-10.07004,-0.07058537,-1.217411,-11.01,0.007724524,0.1059999,-10.39849,-0.204,-2.444,-9.976223,-1.064,-2.444,-9.739382,-0.634,
-2.938174,-9.569665,0.01974152,-2.597903,-10.06767,-0.07834756,-1.217411,-11.01,0.007724524,0.1059999,-10.39826,-0.204,-2.444,-9.975868,-1.064,-2.444,-9.738829,-0.634,
-2.938355,-9.569362,0.02022682,-2.593359,-10.0647,-0.0865289,-1.217411,-11.01,0.007724524,0.1059999,-10.39791,-0.204,-2.444,-9.975413,-1.064,-2.444,-9.738372,-0.634,
-2.938815,-9.569236,0.02213143,-2.588243,-10.06046,-0.0941689,-1.217411,-11.01,0.007724524,0.1059999,-10.39747,-0.204,-2.444,-9.974862,-1.064,-2.444,-9.738016,-0.634,
-2.93876,-9.569585,0.02366112,-2.582583,-10.05531,-0.09983265,-1.217411,-11.01,0.007724524,0.1059999,-10.39693,-0.204,-2.444,-9.974221,-1.064,-2.444,-9.737765,-0.634,
-2.938656,-9.56959,0.02492093,-2.577393,-10.0496,-0.1056606,-1.217411,-11.01,0.007724524,0.1059999,-10.39652,-0.204,-2.444,-9.973747,-1.064,-2.444,-9.737658,-0.634,
-2.938147,-9.569314,0.02771328,-2.572275,-10.04286,-0.1120859,-1.217411,-11.01,0.007724524,0.1059999,-10.39583,-0.204,-2.444,-9.972972,-1.064,-2.444,-9.737586,-0.634,
-2.937458,-9.569458,0.03111194,-2.567992,-10.0365,-0.1172237,-1.217411,-11.01,0.007724524,0.1059999,-10.39479,-0.204,-2.444,-9.971832,-1.064,-2.444,-9.737662,-0.634,
-2.937451,-9.569582,0.03232954,-2.566139,-10.03267,-0.1190892,-1.217411,-11.01,0.007724524,0.1059999,-10.39393,-0.204,-2.444,-9.97091,-1.064,-2.444,-9.737846,-0.634,
-2.937532,-9.56972,0.03347825,-2.56585,-10.03091,-0.1190246,-1.217411,-11.01,0.007724524,0.1059999,-10.39301,-0.204,-2.444,-9.969941,-1.064,-2.444,-9.738137,-0.634,
-2.938252,-9.569847,0.03488348,-2.566535,-10.0308,-0.1171863,-1.217411,-11.01,0.007724524,0.1059999,-10.39205,-0.204,-2.444,-9.968936,-1.064,-2.444,-9.738531,-0.634,
-2.93842,-9.569695,0.0356264,-2.567954,-10.03247,-0.1155957,-1.217411,-11.01,0.007724524,0.1059999,-10.39139,-0.204,-2.444,-9.968252,-1.064,-2.444,-9.73885,-0.634,
-2.938897,-9.568958,0.03744541,-2.570785,-10.03557,-0.1125574,-1.217411,-11.01,0.007724524,0.1059999,-10.39036,-0.204,-2.444,-9.967211,-1.064,-2.444,-9.739406,-0.634,
-2.938795,-9.568658,0.03880273,-2.572239,-10.03945,-0.1092899,-1.217411,-11.01,0.007724524,0.1059999,-10.38933,-0.204,-2.444,-9.966165,-1.064,-2.444,-9.740052,-0.634,
-2.939029,-9.568583,0.03979884,-2.574999,-10.04253,-0.106176,-1.217411,-11.01,0.007724524,0.1059999,-10.38863,-0.204,-2.444,-9.965469,-1.064,-2.444,-9.740529,-0.634,
-2.939691,-9.568898,0.04067563,-2.576895,-10.04442,-0.1026863,-1.217411,-11.01,0.007724524,0.1059999,-10.38758,-0.204,-2.444,-9.964437,-1.064,-2.444,-9.741308,-0.634,
-2.941052,-9.569715,0.04238306,-2.578241,-10.04521,-0.09821856,-1.217411,-11.01,0.007724524,0.1059999,-10.38689,-0.204,-2.444,-9.963762,-1.064,-2.444,-9.741867,-0.634,
-2.941542,-9.569962,0.04338478,-2.57866,-10.04468,-0.09404755,-1.217411,-11.01,0.007724524,0.1059999,-10.38587,-0.204,-2.444,-9.962777,-1.064,-2.444,-9.742756,-0.634,
-2.941685,-9.5701,0.0444157,-2.579388,-10.04398,-0.08916152,-1.217411,-11.01,0.007724524,0.1059999,-10.38521,-0.204,-2.444,-9.962144,-1.064,-2.444,-9.743379,-0.634,
-2.942026,-9.570488,0.04632662,-2.580887,-10.04379,-0.08382225,-1.217411,-11.01,0.007724524,0.1059999,-10.38425,-0.204,-2.444,-9.961235,-1.064,-2.444,-9.744349,-0.634,
-2.942156,-9.570967,0.04767226,-2.582458,-10.04437,-0.08165538,-1.217411,-11.01,0.007724524,0.1059999,-10.38333,-0.204,-2.444,-9.960386,-1.064,-2.444,-9.745357,-0.634,
-2.942877,-9.57181,0.04971181,-2.583418,-10.04393,-0.08197916,-1.217411,-11.01,0.007724524,0.1059999,-10.38248,-0.204,-2.444,-9.959605,-1.064,-2.444,-9.746387,-0.634,
-2.943199,-9.572173,0.05123149,-2.583788,-10.04406,-0.08302569,-1.217411,-11.01,0.007724524,0.1059999,-10.38169,-0.204,-2.444,-9.958901,-1.064,-2.444,-9.747432,-0.634,
-2.943695,-9.572231,0.05238102,-2.58357,-10.04346,-0.08491647,-1.217411,-11.01,0.007724524,0.1059999,-10.38098,-0.204,-2.444,-9.958283,-1.064,-2.444,-9.748478,-0.634,
-2.944491,-9.572318,0.05517314,-2.583285,-10.04292,-0.08609581,-1.217411,-11.01,0.007724524,0.1059999,-10.38035,-0.204,-2.444,-9.957756,-1.064,-2.444,-9.749515,-0.634,
-2.944997,-9.572266,0.05645452,-2.583176,-10.04262,-0.08728445,-1.217411,-11.01,0.007724524,0.1059999,-10.37998,-0.204,-2.444,-9.957458,-1.064,-2.444,-9.750194,-0.634,
-2.945272,-9.572278,0.0576912,-2.583045,-10.0424,-0.08818674,-1.217411,-11.01,0.007724524,0.1059999,-10.37951,-0.204,-2.444,-9.957097,-1.064,-2.444,-9.751189,-0.634,
-2.945606,-9.57207,0.060526,-2.582912,-10.04207,-0.08864725,-1.217411,-11.01,0.007724524,0.1059999,-10.37925,-0.204,-2.444,-9.956913,-1.064,-2.444,-9.751831,-0.634,
-2.945735,-9.571985,0.06164645,-2.582862,-10.04179,-0.08890259,-1.217411,-11.01,0.007724524,0.1059999,-10.37894,-0.204,-2.444,-9.956728,-1.064,-2.444,-9.752754,-0.634,
-2.946217,-9.572147,0.06351386,-2.582626,-10.04191,-0.08863068,-1.217411,-11.01,0.007724524,0.1059999,-10.37875,-0.204,-2.444,-9.956651,-1.064,-2.444,-9.75362,-0.634,
-2.946076,-9.572054,0.0644965,-2.581024,-10.04037,-0.08754683,-1.217411,-11.01,0.007724524,0.1059999,-10.37866,-0.204,-2.444,-9.956683,-1.064,-2.444,-9.754421,-0.634,
-2.946244,-9.571995,0.06535719,-2.578506,-10.03748,-0.08666396,-1.217411,-11.01,0.007724524,0.1059999,-10.37868,-0.204,-2.444,-9.956824,-1.064,-2.444,-9.755146,-0.634,
-2.946086,-9.57228,0.06657551,-2.575665,-10.03448,-0.08618534,-1.217411,-11.01,0.007724524,0.1059999,-10.37881,-0.204,-2.444,-9.957073,-1.064,-2.444,-9.755789,-0.634,
-2.94612,-9.572351,0.06701277,-2.572897,-10.03166,-0.08616483,-1.217411,-11.01,0.007724524,0.1059999,-10.37904,-0.204,-2.444,-9.957428,-1.064,-2.444,-9.756342,-0.634,
-2.945954,-9.57258,0.06794296,-2.569985,-10.02779,-0.08697462,-1.217411,-11.01,0.007724524,0.1059999,-10.37939,-0.204,-2.444,-9.957883,-1.064,-2.444,-9.756799,-0.634,
-2.946022,-9.572782,0.06814717,-2.567159,-10.02346,-0.08651006,-1.217411,-11.01,0.007724524,0.1059999,-10.37983,-0.204,-2.444,-9.958434,-1.064,-2.444,-9.757154,-0.634,
-2.945789,-9.572934,0.06912802,-2.564543,-10.01859,-0.08444202,-1.217411,-11.01,0.007724524,0.1059999,-10.38018,-0.204,-2.444,-9.958852,-1.064,-2.444,-9.757334,-0.634,
-2.94564,-9.5729,0.06950425,-2.562561,-10.01437,-0.08322787,-1.217411,-11.01,0.007724524,0.1059999,-10.38078,-0.204,-2.444,-9.959549,-1.064,-2.444,-9.757513,-0.634,
-2.94534,-9.57308,0.0699818,-2.56103,-10.01111,-0.08280206,-1.217411,-11.01,0.007724524,0.1059999,-10.38147,-0.204,-2.444,-9.960324,-1.064,-2.444,-9.757585,-0.634,
-2.944795,-9.57287,0.07109784,-2.559456,-10.0082,-0.08175886,-1.217411,-11.01,0.007724524,0.1059999,-10.38224,-0.204,-2.444,-9.961168,-1.064,-2.444,-9.757545,-0.634,
-2.944528,-9.572873,0.07158957,-2.558161,-10.00648,-0.08080602,-1.217411,-11.01,0.007724524,0.1059999,-10.38308,-0.204,-2.444,-9.962072,-1.064,-2.444,-9.757398,-0.634,
-2.943955,-9.572892,0.07264446,-2.556832,-10.00519,-0.08004546,-1.217411,-11.01,0.007724524,0.1059999,-10.38398,-0.204,-2.444,-9.963027,-1.064,-2.444,-9.757142,-0.634,
-2.943636,-9.572896,0.07312106,-2.554969,-10.00135,-0.07798529,-1.217411,-11.01,0.007724524,0.1059999,-10.38493,-0.204,-2.444,-9.964022,-1.064,-2.444,-9.756782,-0.634,
-2.943267,-9.573107,0.07388531,-2.553448,-9.997,-0.07499468,-1.217411,-11.01,0.007724524,0.1059999,-10.38592,-0.204,-2.444,-9.965045,-1.064,-2.444,-9.756321,-0.634,
-2.942996,-9.573306,0.07441352,-2.552729,-9.995008,-0.0723685,-1.217411,-11.01,0.007724524,0.1059999,-10.38659,-0.204,-2.444,-9.965737,-1.064,-2.444,-9.75596,-0.634,
-2.942744,-9.573444,0.0748596,-2.552266,-9.9946,-0.07046282,-1.217411,-11.01,0.007724524,0.1059999,-10.38763,-0.204,-2.444,-9.966783,-1.064,-2.444,-9.755343,-0.634,
-2.942306,-9.573697,0.07546662,-2.551867,-9.995044,-0.06903148,-1.217411,-11.01,0.007724524,0.1059999,-10.38867,-0.204,-2.444,-9.967828,-1.064,-2.444,-9.754642,-0.634,
-2.942156,-9.573826,0.0758848,-2.551979,-9.99739,-0.0684644,-1.217411,-11.01,0.007724524,0.1059999,-10.38972,-0.204,-2.444,-9.968859,-1.064,-2.444,-9.753862,-0.634,
-2.941863,-9.574094,0.07679032,-2.552152,-10.00003,-0.06742609,-1.217411,-11.01,0.007724524,0.1059999,-10.39075,-0.204,-2.444,-9.969866,-1.064,-2.444,-9.753014,-0.634,
-2.941733,-9.574134,0.07726334,-2.552327,-10.00169,-0.06610119,-1.217411,-11.01,0.007724524,0.1059999,-10.39176,-0.204,-2.444,-9.970839,-1.064,-2.444,-9.752107,-0.634,
-2.941845,-9.57424,0.07747744,-2.552619,-10.00317,-0.06422162,-1.217411,-11.01,0.007724524,0.1059999,-10.39242,-0.204,-2.444,-9.971461,-1.064,-2.444,-9.751473,-0.634,
-2.941645,-9.574679,0.07842945,-2.552774,-10.00497,-0.06266403,-1.217411,-11.01,0.007724524,0.1059999,-10.39337,-0.204,-2.444,-9.972351,-1.064,-2.444,-9.750488,-0.634,
-2.941669,-9.574786,0.0786414,-2.553042,-10.00729,-0.06171918,-1.217411,-11.01,0.007724524,0.1059999,-10.39426,-0.204,-2.444,-9.973179,-1.064,-2.444,-9.749473,-0.634,
-2.941356,-9.574975,0.07951854,-2.552946,-10.00877,-0.06111336,-1.217411,-11.01,0.007724524,0.1059999,-10.3951,-0.204,-2.444,-9.973934,-1.064,-2.444,-9.748436,-0.634,
-2.941026,-9.575073,0.07983802,-2.552284,-10.00893,-0.0605458,-1.217411,-11.01,0.007724524,0.1059999,-10.39561,-0.204,-2.444,-9.974395,-1.064,-2.444,-9.747739,-0.634,
-2.940693,-9.575358,0.08032821,-2.551661,-10.00848,-0.05991733,-1.217411,-11.01,0.007724524,0.1059999,-10.39633,-0.204,-2.444,-9.975013,-1.064,-2.444,-9.746693,-0.634,
-2.9399,-9.576048,0.080824,-2.551458,-10.00849,-0.06029034,-1.217411,-11.01,0.007724524,0.1059999,-10.39695,-0.204,-2.444,-9.97554,-1.064,-2.444,-9.745656,-0.634,
-2.939557,-9.576246,0.08090566,-2.55157,-10.00898,-0.06128263,-1.217411,-11.01,0.007724524,0.1059999,-10.39749,-0.204,-2.444,-9.975969,-1.064,-2.444,-9.744641,-0.634,
-2.938983,-9.576665,0.0805894,-2.552031,-10.00932,-0.06185877,-1.217411,-11.01,0.007724524,0.1059999,-10.39793,-0.204,-2.444,-9.976297,-1.064,-2.444,-9.743658,-0.634,
-2.938698,-9.576708,0.08047841,-2.552737,-10.01005,-0.06278908,-1.217411,-11.01,0.007724524,0.1059999,-10.39827,-0.204,-2.444,-9.976519,-1.064,-2.444,-9.742719,-0.634,
-0.4117728,-9.537097,-0.3373053,-0.02695942,-9.971604,-0.4814641,1.308905,-10.97,-0.4095906,0.1059999,-10.3985,-0.204,-2.444,-9.976632,-1.064,-2.444,-9.741832,-0.634,
-0.4113511,-9.537359,-0.3375205,-0.0270437,-9.973591,-0.4824697,1.308905,-10.97,-0.4095906,0.1059999,-10.39863,-0.204,-2.444,-9.976636,-1.064,-2.444,-9.741009,-0.634,
-0.4101602,-9.53785,-0.3375927,-0.02738678,-9.976438,-0.4839792,1.308905,-10.97,-0.4095906,0.1059999,-10.39864,-0.204,-2.444,-9.976531,-1.064,-2.444,-9.740257,-0.634,
-0.409449,-9.538499,-0.3375126,-0.0282625,-9.981093,-0.4853368,1.308905,-10.97,-0.4095906,0.1059999,-10.39855,-0.204,-2.444,-9.976317,-1.064,-2.444,-9.739586,-0.634,
-0.4084057,-9.53956,-0.3378638,-0.02974236,-9.985753,-0.4869999,1.308905,-10.97,-0.4095906,0.1059999,-10.39835,-0.204,-2.444,-9.975998,-1.064,-2.444,-9.739002,-0.634,
-0.4077278,-9.540347,-0.3378819,-0.03150213,-9.991652,-0.4885397,1.308905,-10.97,-0.4095906,0.1059999,-10.39815,-0.204,-2.444,-9.975728,-1.064,-2.444,-9.738666,-0.634,
-0.406984,-9.541289,-0.3378116,-0.03369629,-9.998727,-0.4893421,1.308905,-10.97,-0.4095906,0.1059999,-10.39778,-0.204,-2.444,-9.97524,-1.064,-2.444,-9.738242,-0.634,
-0.4057873,-9.543956,-0.3380419,-0.03709829,-10.00729,-0.4903882,1.308905,-10.97,-0.4095906,0.1059999,-10.3973,-0.204,-2.444,-9.974658,-1.064,-2.444,-9.737921,-0.634,
-0.4053305,-9.545461,-0.3384266,-0.04208791,-10.01741,-0.4907835,1.308905,-10.97,-0.4095906,0.1059999,-10.39673,-0.204,-2.444,-9.973989,-1.064,-2.444,-9.737705,-0.634,
-0.4035717,-9.54886,-0.3386409,-0.04773629,-10.02669,-0.4910631,1.308905,-10.97,-0.4095906,0.1059999,-10.39607,-0.204,-2.444,-9.973239,-1.064,-2.444,-9.737597,-0.634,
-0.4027292,-9.550758,-0.3386699,-0.0538317,-10.03678,-0.4901415,1.308905,-10.97,-0.4095906,0.1059999,-10.39533,-0.204,-2.444,-9.972416,-1.064,-2.444,-9.7376,-0.634,
-0.4020401,-9.552906,-0.3390483,-0.06085384,-10.04735,-0.4889426,1.308905,-10.97,-0.4095906,0.1059999,-10.39451,-0.204,-2.444,-9.971531,-1.064,-2.444,-9.737712,-0.634,
