Position_HeadSet_x,Position_HeadSet_y,Position_HeadSet_z,Position_Right_x,Position_Right_y,Position_Right_z,Position_Left_x,Position_Left_y,Position_Left_z,E_x,E_y,E_z,V_x,V_y,V_z,E_x,E_y,E_z,
-1.781252,-9.471853,-0.5075899,-1.369966,-9.910739,-0.4086877,-0.3719382,-10.97,-0.8143406,-0.404,-10.52971,0.656,0.1059999,-10.23353,0.656,-0.404,-9.883676,-0.204,
-1.798505,-9.472459,-0.4941353,-1.412427,-10.01003,-0.4406208,-0.3719382,-10.97,-0.8143406,-0.404,-10.53067,0.656,0.1059999,-10.23508,0.656,-0.404,-9.881737,-0.204,
-1.804539,-9.472368,-0.4895468,-1.448427,-10.08027,-0.4771596,-0.3719382,-10.97,-0.8143406,-0.404,-10.53199,0.656,0.1059999,-10.23688,0.656,-0.404,-9.879677,-0.204,
-1.816455,-9.473003,-0.4819269,-1.48343,-10.14329,-0.5286407,-0.3719382,-10.97,-0.8143406,-0.404,-10.53361,0.656,0.1059999,-10.23887,0.656,-0.404,-9.877588,-0.204,
-1.824945,-9.473127,-0.4750848,-1.509963,-10.18106,-0.5798992,-0.3719382,-10.97,-0.8143406,-0.404,-10.53548,0.656,0.1059999,-10.24095,0.656,-0.404,-9.87556,-0.204,
-1.830217,-9.475159,-0.4674299,-1.530026,-10.20074,-0.6192416,-0.3719382,-10.97,-0.8143406,-0.404,-10.53715,0.656,0.1059999,-10.24268,0.656,-0.404,-9.873981,-0.204,
-1.830232,-9.478573,-0.4620588,-1.534569,-10.20676,-0.6296934,-0.3719382,-10.97,-0.8143406,-0.404,-10.53924,0.656,0.1059999,-10.2447,0.656,-0.404,-9.872292,-0.204,
-1.823193,-9.482998,-0.4579387,-1.511626,-10.20433,-0.597097,-0.3719382,-10.97,-0.8143406,-0.404,-10.54097,0.656,0.1059999,-10.24625,0.656,-0.404,-9.871104,-0.204,
-1.814577,-9.485578,-0.4623897,-1.477425,-10.19963,-0.5314747,-0.3719382,-10.97,-0.8143406,-0.404,-10.54421,0.656,0.1059999,-10.24884,0.656,-0.404,-9.869477,-0.204,
-1.809792,-9.480259,-0.4757266,-1.46486,-10.18946,-0.461153,-0.3719382,-10.97,-0.8143406,-0.404,-10.54637,0.656,0.1059999,-10.25024,0.656,-0.404,-9.868997,-0.204,
-1.802896,-9.480116,-0.4806695,-1.470526,-10.17903,-0.3971159,-0.3719382,-10.97,-0.8143406,-0.404,-10.5478,0.656,0.1059999,-10.25088,0.656,-0.404,-9.869212,-0.204,
-1.797638,-9.486144,-0.4853921,-1.488989,-10.17314,-0.344255,-0.3719382,-10.97,-0.8143406,-0.404,-10.54861,0.656,0.1059999,-10.25096,0.656,-0.404,-9.869861,-0.204,
-1.794428,-9.49138,-0.49051,-1.51595,-10.17219,-0.3076549,-0.3719382,-10.97,-0.8143406,-0.404,-10.54903,0.656,0.1059999,-10.2505,0.656,-0.404,-9.871119,-0.204,
-1.795465,-9.495978,-0.497237,-1.543038,-10.17383,-0.2881862,-0.3719382,-10.97,-0.8143406,-0.404,-10.54891,0.656,0.1059999,-10.24966,0.656,-0.404,-9.872572,-0.204,
-1.801977,-9.494699,-0.5060549,-1.575634,-10.17847,-0.2765574,-0.3719382,-10.97,-0.8143406,-0.404,-10.54849,0.656,0.1059999,-10.24866,0.656,-0.404,-9.874002,-0.204,
-1.816857,-9.491265,-0.5202849,-1.614211,-10.18386,-0.2759526,-0.3719382,-10.97,-0.8143406,-0.404,-10.54742,0.656,0.1059999,-10.24689,0.656,-0.404,-9.876245,-0.204,
-1.824717,-9.491166,-0.5226882,-1.643531,-10.18771,-0.2846195,-0.3719382,-10.97,-0.8143406,-0.404,-10.5461,0.656,0.1059999,-10.24508,0.656,-0.404,-9.878305,-0.204,
-1.860466,-9.506068,-0.5141338,-1.669432,-10.19147,-0.3007721,-0.3719382,-10.97,-0.8143406,-0.404,-10.54417,0.656,0.1059999,-10.24275,0.656,-0.404,-9.880739,-0.204,
-1.883867,-9.536798,-0.4932266,-1.686157,-10.19606,-0.3160077,-0.3719382,-10.97,-0.8143406,-0.404,-10.54261,0.656,0.1059999,-10.24102,0.656,-0.404,-9.882422,-0.204,
-1.896284,-9.559652,-0.4801087,-1.696285,-10.20101,-0.325828,-0.3719382,-10.97,-0.8143406,-0.404,-10.54058,0.656,0.1059999,-10.23894,0.656,-0.404,-9.8843,-0.204,
-1.917671,-9.61564,-0.4528635,-1.702434,-10.20402,-0.3261154,-0.3719382,-10.97,-0.8143406,-0.404,-10.5385,0.656,0.1059999,-10.23695,0.656,-0.404,-9.885946,-0.204,
-1.943616,-9.67196,-0.442583,-1.715768,-10.20356,-0.317155,-0.3719382,-10.97,-0.8143406,-0.404,-10.53677,0.656,0.1059999,-10.23542,0.656,-0.404,-9.887088,-0.204,
-1.973789,-9.705359,-0.4492421,-1.732078,-10.19934,-0.3085834,-0.3719382,-10.97,-0.8143406,-0.404,-10.5348,0.656,0.1059999,-10.23381,0.656,-0.404,-9.888131,-0.204,
-2.028133,-9.717467,-0.4715796,-1.761666,-10.18997,-0.2993606,-0.3719382,-10.97,-0.8143406,-0.404,-10.53273,0.656,0.1059999,-10.23234,0.656,-0.404,-9.888842,-0.204,
-2.063729,-9.713102,-0.4914947,-1.785523,-10.18101,-0.2949442,-0.3719382,-10.97,-0.8143406,-0.404,-10.53104,0.656,0.1059999,-10.23138,0.656,-0.404,-9.888966,-0.204,
-2.081312,-9.709537,-0.5021797,-1.812765,-10.17042,-0.2889491,-0.3719382,-10.97,-0.8143406,-0.404,-10.53012,0.656,0.1059999,-10.23104,0.656,-0.404,-9.888691,-0.204,
-2.135244,-9.69663,-0.5437627,-1.850484,-10.15439,-0.2758275,-0.3719382,-10.97,-0.8143406,-0.404,-10.52929,0.656,0.1059999,-10.23107,0.656,-0.404,-9.887815,-0.204,
-2.151836,-9.693397,-0.5595086,-1.878695,-10.14244,-0.267084,-0.3719382,-10.97,-0.8143406,-0.404,-10.52908,0.656,0.1059999,-10.23136,0.656,-0.404,-9.887074,-0.204,
-2.183943,-9.690595,-0.5855122,-1.909958,-10.13209,-0.2598507,-0.3719382,-10.97,-0.8143406,-0.404,-10.52908,0.656,0.1059999,-10.23198,0.656,-0.404,-9.885929,-0.204,
-2.197093,-9.691172,-0.5953785,-1.948704,-10.12045,-0.2543827,-0.3719382,-10.97,-0.8143406,-0.404,-10.5293,0.656,0.1059999,-10.23267,0.656,-0.404,-9.88486,-0.204,
-2.224052,-9.693085,-0.606405,-1.993534,-10.11035,-0.2524742,-0.3719382,-10.97,-0.8143406,-0.404,-10.52999,0.656,0.1059999,-10.23401,0.656,-0.404,-9.883048,-0.204,
-2.25535,-9.700609,-0.6144028,-2.045732,-10.09741,-0.2566689,-0.3719382,-10.97,-0.8143406,-0.404,-10.53086,0.656,0.1059999,-10.23536,0.656,-0.404,-9.881399,-0.204,
-2.273341,-9.705451,-0.6182628,-2.09748,-10.08151,-0.2632396,-0.3719382,-10.97,-0.8143406,-0.404,-10.53174,0.656,0.1059999,-10.23657,0.656,-0.404,-9.880025,-0.204,
-2.312494,-9.716527,-0.6250786,-2.156266,-10.06567,-0.2746667,-0.3719382,-10.97,-0.8143406,-0.404,-10.53304,0.656,0.1059999,-10.23819,0.656,-0.404,-9.878282,-0.204,
-2.332848,-9.723104,-0.6296952,-2.218573,-10.05284,-0.290603,-0.3719382,-10.97,-0.8143406,-0.404,-10.53452,0.656,0.1059999,-10.2399,0.656,-0.404,-9.876561,-0.204,
-2.384987,-9.741991,-0.6410356,-2.305279,-10.04083,-0.3128817,-0.3719382,-10.97,-0.8143406,-0.404,-10.53681,0.656,0.1059999,-10.24234,0.656,-0.404,-9.874287,-0.204,
-2.416885,-9.750386,-0.6472894,-2.355714,-10.03645,-0.3254229,-0.3719382,-10.97,-0.8143406,-0.404,-10.53854,0.656,0.1059999,-10.24404,0.656,-0.404,-9.872826,-0.204,
-2.448362,-9.758189,-0.6540258,-2.407671,-10.0375,-0.3379267,-0.3719382,-10.97,-0.8143406,-0.404,-10.53993,0.656,0.1059999,-10.24533,0.656,-0.404,-9.87179,-0.204,
-2.498339,-9.767167,-0.666623,-2.484869,-10.04553,-0.3628889,-0.3719382,-10.97,-0.8143406,-0.404,-10.54165,0.656,0.1059999,-10.24683,0.656,-0.404,-9.870694,-0.204,
-2.547685,-9.774468,-0.6833993,-2.545609,-10.05106,-0.3906739,-0.3719382,-10.97,-0.8143406,-0.404,-10.5436,0.656,0.1059999,-10.24839,0.656,-0.404,-9.869715,-0.204,
-2.585606,-9.777561,-0.7037892,-2.60473,-10.0548,-0.4331206,-0.3719382,-10.97,-0.8143406,-0.404,-10.54508,0.656,0.1059999,-10.24944,0.656,-0.404,-9.869207,-0.204,
-2.614434,-9.784507,-0.7294513,-2.666582,-10.04951,-0.4881074,-0.3719382,-10.97,-0.8143406,-0.404,-10.54637,0.656,0.1059999,-10.25024,0.656,-0.404,-9.868997,-0.204,
-2.641937,-9.795931,-0.7551891,-2.708221,-10.04351,-0.5352535,-0.3719382,-10.97,-0.8143406,-0.404,-10.5478,0.656,0.1059999,-10.25088,0.656,-0.404,-9.869212,-0.204,
-2.67494,-9.823792,-0.7911501,-2.746012,-10.04693,-0.575341,-0.3719382,-10.97,-0.8143406,-0.404,-10.54861,0.656,0.1059999,-10.25096,0.656,-0.404,-9.869861,-0.204,
-2.689011,-9.840148,-0.8063941,-2.768059,-10.05754,-0.5972191,-0.3719382,-10.97,-0.8143406,-0.404,-10.54903,0.656,0.1059999,-10.2505,0.656,-0.404,-9.871119,-0.204,
-2.700489,-9.855894,-0.8184631,-2.793115,-10.0723,-0.6161389,-0.3719382,-10.97,-0.8143406,-0.404,-10.54896,0.656,0.1059999,-10.24983,0.656,-0.404,-9.872309,-0.204,
-2.719525,-9.877337,-0.8325886,-2.813213,-10.08531,-0.6314454,-0.3719382,-10.97,-0.8143406,-0.404,-10.5487,0.656,0.1059999,-10.24909,0.656,-0.404,-9.873408,-0.204,
-2.735543,-9.893405,-0.8418672,-2.829693,-10.09922,-0.6510195,-0.3719382,-10.97,-0.8143406,-0.404,-10.54794,0.656,0.1059999,-10.2477,0.656,-0.404,-9.875256,-0.204,
-2.754353,-9.909426,-0.8520025,-2.841523,-10.10881,-0.6675206,-0.3719382,-10.97,-0.8143406,-0.404,-10.54722,0.656,0.1059999,-10.2466,0.656,-0.404,-9.876583,-0.204,
-2.779379,-9.929573,-0.8660575,-2.854297,-10.11979,-0.6893308,-0.3719382,-10.97,-0.8143406,-0.404,-10.5461,0.656,0.1059999,-10.24508,0.656,-0.404,-9.878305,-0.204,
-2.792594,-9.938321,-0.8761556,-2.866034,-10.12566,-0.7112502,-0.3719382,-10.97,-0.8143406,-0.404,-10.54476,0.656,0.1059999,-10.24343,0.656,-0.404,-9.880048,-0.204,
-2.811606,-9.94944,-0.8942007,-2.878103,-10.11989,-0.7251981,-0.3719382,-10.97,-0.8143406,-0.404,-10.54293,0.656,0.1059999,-10.24136,0.656,-0.404,-9.882092,-0.204,
-2.824461,-9.956639,-0.9064493,-2.889662,-10.13084,-0.7435868,-0.3719382,-10.97,-0.8143406,-0.404,-10.54161,0.656,0.1059999,-10.23997,0.656,-0.404,-9.883386,-0.204,
-2.844396,-9.967321,-0.925831,-2.901746,-10.1444,-0.7631243,-0.3719382,-10.97,-0.8143406,-0.404,-10.53989,0.656,0.1059999,-10.23826,0.656,-0.404,-9.884878,-0.204,
-2.860266,-9.976604,-0.9431291,-2.905446,-10.13837,-0.7593169,-0.3719382,-10.97,-0.8143406,-0.404,-10.53815,0.656,0.1059999,-10.23663,0.656,-0.404,-9.886192,-0.204,
-2.868325,-9.982161,-0.9542022,-2.914477,-10.12951,-0.7628911,-0.3719382,-10.97,-0.8143406,-0.404,-10.5361,0.656,0.1059999,-10.23485,0.656,-0.404,-9.887478,-0.204,
-2.880486,-9.993287,-0.9673109,-2.925814,-10.12879,-0.7567432,-0.3719382,-10.97,-0.8143406,-0.404,-10.5348,0.656,0.1059999,-10.23381,0.656,-0.404,-9.888131,-0.204,
-2.892156,-10.00212,-0.975776,-2.921478,-10.12361,-0.763642,-0.3719382,-10.97,-0.8143406,-0.404,-10.53273,0.656,0.1059999,-10.23234,0.656,-0.404,-9.888842,-0.204,
-2.896352,-10.00859,-0.9806435,-2.919942,-10.12277,-0.7660481,-0.3719382,-10.97,-0.8143406,-0.404,-10.53126,0.656,0.1059999,-10.23148,0.656,-0.404,-9.888985,-0.204,
-2.898564,-10.01912,-0.9851544,-2.919517,-10.12469,-0.763685,-0.3719382,-10.97,-0.8143406,-0.404,-10.53028,0.656,0.1059999,-10.23108,0.656,-0.404,-9.88877,-0.204,
-2.900533,-10.02757,-0.986676,-2.920923,-10.12547,-0.7633419,-0.3719382,-10.97,-0.8143406,-0.404,-10.52947,0.656,0.1059999,-10.231,0.656,-0.404,-9.888122,-0.204,
-2.903939,-10.0392,-0.9869907,-2.923868,-10.125,-0.7642418,-0.3719382,-10.97,-0.8143406,-0.404,-10.52908,0.656,0.1059999,-10.23136,0.656,-0.404,-9.887074,-0.204,
-2.905941,-10.04551,-0.9892604,-2.925188,-10.12532,-0.7632319,-0.3719382,-10.97,-0.8143406,-0.404,-10.52908,0.656,0.1059999,-10.23198,0.656,-0.404,-9.885929,-0.204,
-2.90772,-10.05018,-0.9904476,-2.924313,-10.12591,-0.7638472,-0.3719382,-10.97,-0.8143406,-0.404,-10.5293,0.656,0.1059999,-10.23267,0.656,-0.404,-9.88486,-0.204,
-2.908912,-10.05394,-0.992201,-2.9238,-10.12577,-0.7647808,-0.3719382,-10.97,-0.8143406,-0.404,-10.52971,0.656,0.1059999,-10.23353,0.656,-0.404,-9.883676,-0.204,
-2.910393,-10.05777,-0.9952,-2.923546,-10.12645,-0.7638164,-0.3719382,-10.97,-0.8143406,-0.404,-10.53014,0.656,0.1059999,-10.23426,0.656,-0.404,-9.882727,-0.204,
-2.911826,-10.06017,-0.9979782,-2.923549,-10.12727,-0.7614919,-0.3719382,-10.97,-0.8143406,-0.404,-10.53107,0.656,0.1059999,-10.23565,0.656,-0.404,-9.881059,-0.204,
-2.912787,-10.06159,-0.9984177,-2.922836,-10.1277,-0.7590179,-0.3719382,-10.97,-0.8143406,-0.404,-10.53224,0.656,0.1059999,-10.2372,0.656,-0.404,-9.879329,-0.204,
-2.919042,-10.0636,-1.00255,-2.922799,-10.12894,-0.7525748,-0.3719382,-10.97,-0.8143406,-0.404,-10.53483,0.656,0.1059999,-10.24025,0.656,-0.404,-9.876224,-0.204,
-2.920262,-10.06391,-1.004923,-2.921543,-10.12928,-0.7479302,-0.3719382,-10.97,-0.8143406,-0.404,-10.53614,0.656,0.1059999,-10.24164,0.656,-0.404,-9.874913,-0.204,
-2.921279,-10.06508,-1.006479,-2.920616,-10.12947,-0.7440453,-0.3719382,-10.97,-0.8143406,-0.404,-10.53819,0.656,0.1059999,-10.2437,0.656,-0.404,-9.873104,-0.204,
-2.922723,-10.06508,-1.007495,-2.919955,-10.12959,-0.7409837,-0.3719382,-10.97,-0.8143406,-0.404,-10.53959,0.656,0.1059999,-10.24502,0.656,-0.404,-9.872036,-0.204,
-2.924538,-10.06126,-1.009354,-2.919066,-10.1296,-0.7359558,-0.3719382,-10.97,-0.8143406,-0.404,-10.54097,0.656,0.1059999,-10.24625,0.656,-0.404,-9.871104,-0.204,
-2.925226,-10.0617,-1.011612,-2.918417,-10.1294,-0.7311521,-0.3719382,-10.97,-0.8143406,-0.404,-10.54265,0.656,0.1059999,-10.24765,0.656,-0.404,-9.870156,-0.204,
-2.925786,-10.06409,-1.014934,-2.917593,-10.12901,-0.7243068,-0.3719382,-10.97,-0.8143406,-0.404,-10.54451,0.656,0.1059999,-10.24905,0.656,-0.404,-9.869375,-0.204,
-2.928219,-10.06271,-1.016838,-2.916711,-10.12835,-0.7173178,-0.3719382,-10.97,-0.8143406,-0.404,-10.54613,0.656,0.1059999,-10.2501,0.656,-0.404,-9.869015,-0.204,
-2.930563,-10.0641,-1.01567,-2.915686,-10.12754,-0.7103032,-0.3719382,-10.97,-0.8143406,-0.404,-10.5478,0.656,0.1059999,-10.25088,0.656,-0.404,-9.869212,-0.204,
-2.930719,-10.06468,-1.01356,-2.914499,-10.12639,-0.7034273,-0.3719382,-10.97,-0.8143406,-0.404,-10.5485,0.656,0.1059999,-10.25098,0.656,-0.404,-9.869723,-0.204,
-2.930027,-10.066,-1.010989,-2.913401,-10.12534,-0.6973507,-0.3719382,-10.97,-0.8143406,-0.404,-10.54897,0.656,0.1059999,-10.25069,0.656,-0.404,-9.870708,-0.204,
-2.928946,-10.06824,-1.010684,-2.912294,-10.12418,-0.6908883,-0.3719382,-10.97,-0.8143406,-0.404,-10.54904,0.656,0.1059999,-10.25039,0.656,-0.404,-9.871338,-0.204,
-2.92644,-10.07078,-1.010764,-2.911124,-10.12269,-0.6838148,-0.3719382,-10.97,-0.8143406,-0.404,-10.54891,0.656,0.1059999,-10.24966,0.656,-0.404,-9.872572,-0.204,
-2.924953,-10.07124,-1.010178,-2.910412,-10.12162,-0.6792436,-0.3719382,-10.97,-0.8143406,-0.404,-10.54849,0.656,0.1059999,-10.24866,0.656,-0.404,-9.874002,-0.204,
-2.922264,-10.07515,-1.01133,-2.909495,-10.12018,-0.6729645,-0.3719382,-10.97,-0.8143406,-0.404,-10.54778,0.656,0.1059999,-10.24743,0.656,-0.404,-9.875582,-0.204,
-2.9219,-10.07426,-1.0148,-2.907693,-10.11691,-0.6594442,-0.3719382,-10.97,-0.8143406,-0.404,-10.54634,0.656,0.1059999,-10.2454,0.656,-0.404,-9.877957,-0.204,
