Position_HeadSet_x,Position_HeadSet_y,Position_HeadSet_z,Position_Right_x,Position_Right_y,Position_Right_z,Position_Left_x,Position_Left_y,Position_Left_z,E_x,E_y,E_z,V_x,V_y,V_z,E_x,E_y,E_z,
-1.558892,-9.525419,0.3268851,-1.353879,-9.943087,0.704173,0.6412385,-10.97,0.1456191,-2.444,-10.57342,-0.634,-1.424,-9.883531,1.086,-2.444,-10.29674,1.086,
-1.557242,-9.526717,0.3355941,-1.351635,-9.939643,0.7256549,0.6412385,-10.97,0.1456191,-2.444,-10.57399,-0.634,-1.424,-9.884143,1.086,-2.444,-10.2976,1.086,
-1.55592,-9.527533,0.3446737,-1.348879,-9.935273,0.7487153,0.6412385,-10.97,0.1456191,-2.444,-10.57432,-0.634,-1.424,-9.884599,1.086,-2.444,-10.29814,1.086,
-1.550119,-9.528873,0.3641528,-1.343034,-9.930182,0.7746385,0.6412385,-10.97,0.1456191,-2.444,-10.57473,-0.634,-1.424,-9.885348,1.086,-2.444,-10.29889,1.086,
-1.547719,-9.529361,0.3737195,-1.337392,-9.921136,0.8003663,0.6412385,-10.97,0.1456191,-2.444,-10.57504,-0.634,-1.424,-9.886171,1.086,-2.444,-10.29956,1.086,
-1.543224,-9.528927,0.3928738,-1.332434,-9.911036,0.8237678,0.6412385,-10.97,0.1456191,-2.444,-10.57524,-0.634,-1.424,-9.887056,1.086,-2.444,-10.30013,1.086,
-1.540743,-9.527907,0.4030342,-1.331096,-9.899604,0.8473263,0.6412385,-10.97,0.1456191,-2.444,-10.57534,-0.634,-1.424,-9.887996,1.086,-2.444,-10.30062,1.086,
-1.537823,-9.526731,0.41369,-1.331205,-9.888246,0.8727067,0.6412385,-10.97,0.1456191,-2.444,-10.57534,-0.634,-1.424,-9.888646,1.086,-2.444,-10.30089,1.086,
-1.532267,-9.524655,0.4356655,-1.331808,-9.878151,0.8968716,0.6412385,-10.97,0.1456191,-2.444,-10.57525,-0.634,-1.424,-9.889651,1.086,-2.444,-10.3012,1.086,
-1.52963,-9.523858,0.4461361,-1.332166,-9.868115,0.9222335,0.6412385,-10.97,0.1456191,-2.444,-10.57505,-0.634,-1.424,-9.890681,1.086,-2.444,-10.30141,1.086,
-1.527244,-9.52327,0.455889,-1.331582,-9.860219,0.9425743,0.6412385,-10.97,0.1456191,-2.444,-10.57475,-0.634,-1.424,-9.891726,1.086,-2.444,-10.30151,1.086,
-1.522194,-9.522343,0.474113,-1.329849,-9.851657,0.965255,0.6412385,-10.97,0.1456191,-2.444,-10.57434,-0.634,-1.424,-9.892772,1.086,-2.444,-10.3015,1.086,
-1.520076,-9.52205,0.4826673,-1.328017,-9.842658,0.9895683,0.6412385,-10.97,0.1456191,-2.444,-10.57401,-0.634,-1.424,-9.893464,1.086,-2.444,-10.30143,1.086,
-1.515582,-9.520726,0.498979,-1.324456,-9.834956,1.014813,0.6412385,-10.97,0.1456191,-2.444,-10.57323,-0.634,-1.424,-9.894825,1.086,-2.444,-10.30116,1.086,
-1.512373,-9.521372,0.514092,-1.323627,-9.830815,1.03745,0.6412385,-10.97,0.1456191,-2.444,-10.57255,-0.634,-1.424,-9.89581,1.086,-2.444,-10.30082,1.086,
-1.509688,-9.521992,0.5280851,-1.322704,-9.828619,1.059935,0.6412385,-10.97,0.1456191,-2.444,-10.57178,-0.634,-1.424,-9.896752,1.086,-2.444,-10.30039,1.086,
-1.508963,-9.522791,0.5341802,-1.322233,-9.828825,1.075671,0.6412385,-10.97,0.1456191,-2.444,-10.57066,-0.634,-1.424,-9.897925,1.086,-2.444,-10.29966,1.086,
-1.507281,-9.524282,0.5456411,-1.321898,-9.829909,1.089959,0.6412385,-10.97,0.1456191,-2.444,-10.56974,-0.634,-1.424,-9.89873,1.086,-2.444,-10.29901,1.086,
-1.507408,-9.524983,0.5504413,-1.323405,-9.831641,1.098873,0.6412385,-10.97,0.1456191,-2.444,-10.56911,-0.634,-1.424,-9.899225,1.086,-2.444,-10.29853,1.086,
-1.507108,-9.525676,0.5547616,-1.32536,-9.832968,1.107285,0.6412385,-10.97,0.1456191,-2.444,-10.56812,-0.634,-1.424,-9.899901,1.086,-2.444,-10.29775,1.086,
-1.507136,-9.526358,0.5584387,-1.328109,-9.834775,1.11501,0.6412385,-10.97,0.1456191,-2.444,-10.5671,-0.634,-1.424,-9.90049,1.086,-2.444,-10.29689,1.086,
-1.507179,-9.527372,0.5637719,-1.330026,-9.837407,1.123691,0.6412385,-10.97,0.1456191,-2.444,-10.56641,-0.634,-1.424,-9.90083,1.086,-2.444,-10.29629,1.086,
-1.507649,-9.527798,0.5653271,-1.331447,-9.839952,1.130414,0.6412385,-10.97,0.1456191,-2.444,-10.56536,-0.634,-1.424,-9.90126,1.086,-2.444,-10.29535,1.086,
