Position_HeadSet_x,Position_HeadSet_y,Position_HeadSet_z,Position_Right_x,Position_Right_y,Position_Right_z,Position_Left_x,Position_Left_y,Position_Left_z,V826_x,V826_y,V826_z,R836_x,R836_y,R836_z,A554_x,A554_y,A554_z,
-0.6303951,-9.480658,-0.5378734,-0.4828619,-9.952377,-0.8767755,0.8458393,-10.97,-0.9666651,-1.424,-10.24659,-0.634,-2.444,-9.905339,1.086,-0.404,-9.62352,-1.064,
-0.6293756,-9.480475,-0.5380553,-0.4878205,-9.916325,-0.9032817,0.8458393,-10.97,-0.9666651,-1.424,-10.24753,-0.634,-2.444,-9.905312,1.086,-0.404,-9.624561,-1.064,
-0.6284009,-9.48039,-0.538204,-0.4927593,-9.887337,-0.9252441,0.8458393,-10.97,-0.9666651,-1.424,-10.24842,-0.634,-2.444,-9.905394,1.086,-0.404,-9.625586,-1.064,
-0.6268493,-9.480263,-0.5389541,-0.496986,-9.857424,-0.9470413,0.8458393,-10.97,-0.9666651,-1.424,-10.24925,-0.634,-2.444,-9.905584,1.086,-0.404,-9.626581,-1.064,
-0.6254598,-9.480036,-0.5394651,-0.5014049,-9.825904,-0.9687767,0.8458393,-10.97,-0.9666651,-1.424,-10.24976,-0.634,-2.444,-9.905771,1.086,-0.404,-9.627225,-1.064,
-0.6219517,-9.480053,-0.540512,-0.5043899,-9.792546,-0.9892938,0.8458393,-10.97,-0.9666651,-1.424,-10.25047,-0.634,-2.444,-9.906137,1.086,-0.404,-9.62815,-1.064,
-0.6200308,-9.480128,-0.5412031,-0.5053681,-9.762093,-1.004455,0.8458393,-10.97,-0.9666651,-1.424,-10.25109,-0.634,-2.444,-9.906605,1.086,-0.404,-9.629019,-1.064,
-0.6180276,-9.480599,-0.5418035,-0.504727,-9.734421,-1.016653,0.8458393,-10.97,-0.9666651,-1.424,-10.25145,-0.634,-2.444,-9.906969,1.086,-0.404,-9.629561,-1.064,
-0.6139261,-9.480736,-0.5436395,-0.5033952,-9.705747,-1.028577,0.8458393,-10.97,-0.9666651,-1.424,-10.25191,-0.634,-2.444,-9.907592,1.086,-0.404,-9.630316,-1.064,
-0.6119553,-9.480605,-0.5445567,-0.4996489,-9.673302,-1.039911,0.8458393,-10.97,-0.9666651,-1.424,-10.25216,-0.634,-2.444,-9.908054,1.086,-0.404,-9.630774,-1.064,
-0.6079398,-9.480061,-0.546684,-0.4959303,-9.648027,-1.048457,0.8458393,-10.97,-0.9666651,-1.424,-10.25253,-0.634,-2.444,-9.909083,1.086,-0.404,-9.631577,-1.064,
-0.6044556,-9.479596,-0.5488492,-0.4927198,-9.627055,-1.057042,0.8458393,-10.97,-0.9666651,-1.424,-10.25268,-0.634,-2.444,-9.909936,1.086,-0.404,-9.63207,-1.064,
-0.6026644,-9.479206,-0.5501713,-0.4903632,-9.611954,-1.064219,0.8458393,-10.97,-0.9666651,-1.424,-10.25272,-0.634,-2.444,-9.910847,1.086,-0.404,-9.632463,-1.064,
-0.6008083,-9.479112,-0.5513352,-0.4877294,-9.600734,-1.072358,0.8458393,-10.97,-0.9666651,-1.424,-10.25265,-0.634,-2.444,-9.911807,1.086,-0.404,-9.632753,-1.064,
-0.5992404,-9.478993,-0.5524586,-0.4844567,-9.593156,-1.079739,0.8458393,-10.97,-0.9666651,-1.424,-10.25255,-0.634,-2.444,-9.912469,1.086,-0.404,-9.632888,-1.064,
-0.5952567,-9.478831,-0.5544592,-0.4807762,-9.587408,-1.085774,0.8458393,-10.97,-0.9666651,-1.424,-10.2523,-0.634,-2.444,-9.913486,1.086,-0.404,-9.632998,-1.064,
-0.5932237,-9.478663,-0.5556343,-0.4766346,-9.583789,-1.091025,0.8458393,-10.97,-0.9666651,-1.424,-10.25194,-0.634,-2.444,-9.914524,1.086,-0.404,-9.633,-1.064,
-0.5911645,-9.478808,-0.5566355,-0.4719359,-9.580332,-1.094203,0.8458393,-10.97,-0.9666651,-1.424,-10.25165,-0.634,-2.444,-9.915221,1.086,-0.404,-9.632941,-1.064,
-0.5867807,-9.478746,-0.5590891,-0.4641498,-9.576794,-1.095304,0.8458393,-10.97,-0.9666651,-1.424,-10.25113,-0.634,-2.444,-9.916267,1.086,-0.404,-9.632761,-1.064,
-0.5830866,-9.478495,-0.5619761,-0.4552366,-9.57458,-1.095383,0.8458393,-10.97,-0.9666651,-1.424,-10.25052,-0.634,-2.444,-9.917302,1.086,-0.404,-9.632474,-1.064,
-0.5810555,-9.478593,-0.5632964,-0.4480668,-9.573442,-1.095579,0.8458393,-10.97,-0.9666651,-1.424,-10.24982,-0.634,-2.444,-9.918316,1.086,-0.404,-9.632084,-1.064,
-0.5792915,-9.478662,-0.5649972,-0.4420184,-9.572076,-1.095463,0.8458393,-10.97,-0.9666651,-1.424,-10.24905,-0.634,-2.444,-9.919296,1.086,
-0.5756956,-9.478228,-0.5682261,-0.4355518,-9.570567,-1.096014,0.8458393,-10.97,-0.9666651,-1.424,-10.2482,-0.634,-2.444,-9.920233,1.086,
-0.5727328,-9.478039,-0.5721189,-0.4313744,-9.570365,-1.0976,0.8458393,-10.97,-0.9666651,-1.424,-10.2473,-0.634,-2.444,-9.921116,1.086,
-0.5707792,-9.478259,-0.5736588,-0.4258949,-9.570265,-1.098113,0.8458393,-10.97,-0.9666651,-1.424,-10.24635,-0.634,-2.444,-9.921935,1.086,
-0.5689095,-9.478333,-0.5752388,-0.4173969,-9.569057,-1.095651,0.8458393,-10.97,-0.9666651,-1.424,-10.24535,-0.634,-2.444,-9.922681,1.086,
-0.5648535,-9.477914,-0.5785624,-0.4056207,-9.566845,-1.088677,0.8458393,-10.97,-0.9666651,-1.424,-10.24433,-0.634,-2.444,-9.923347,1.086,
-0.562905,-9.477471,-0.5797416,-0.3940402,-9.564007,-1.07935,0.8458393,-10.97,-0.9666651,-1.424,-10.24329,-0.634,-2.444,-9.923924,1.086,
-0.5604285,-9.476328,-0.5800074,-0.3821329,-9.560501,-1.06826,0.8458393,-10.97,-0.9666651,-1.424,-10.24224,-0.634,-2.444,-9.924408,1.086,
-0.5536827,-9.472376,-0.5798887,-0.3704649,-9.557672,-1.056317,0.8458393,-10.97,-0.9666651,-1.424,-10.24155,-0.634,-2.444,-9.924675,1.086,
-0.5502902,-9.470024,-0.5788685,-0.3582772,-9.555763,-1.044247,0.8458393,-10.97,-0.9666651,-1.424,-10.24086,-0.634,-2.444,-9.924896,1.086,
-0.5466477,-9.46805,-0.5772341,-0.3446733,-9.555144,-1.030422,0.8458393,-10.97,-0.9666651,-1.424,-10.23984,-0.634,-2.444,-9.92514,1.086,
-0.5432535,-9.466428,-0.5752823,-0.3306829,-9.554723,-1.016277,0.8458393,-10.97,-0.9666651,-1.424,-10.23918,-0.634,-2.444,-9.925243,1.086,
-0.5395976,-9.46464,-0.5729203,-0.3163937,-9.555147,-1.0021,0.8458393,-10.97,-0.9666651,-1.424,-10.23822,-0.634,-2.444,-9.925307,1.086,
-0.5336965,-9.46196,-0.569073,-0.3025969,-9.556628,-0.9887743,0.8458393,-10.97,-0.9666651,-1.424,-10.23761,-0.634,-2.444,-9.925289,1.086,
-0.5309292,-9.461212,-0.567258,-0.2866272,-9.558729,-0.9735419,0.8458393,-10.97,-0.9666651,-1.424,-10.23674,-0.634,-2.444,-9.925171,1.086,
-0.5284861,-9.460878,-0.5655545,-0.2711946,-9.560942,-0.9583138,0.8458393,-10.97,-0.9666651,-1.424,-10.23593,-0.634,-2.444,-9.924944,1.086,
-0.5247046,-9.459833,-0.5624706,-0.2549578,-9.563375,-0.9424801,0.8458393,-10.97,-0.9666651,-1.424,-10.2352,-0.634,-2.444,-9.924612,1.086,
-0.5236686,-9.459062,-0.5612109,-0.2400342,-9.565541,-0.9261744,0.8458393,-10.97,-0.9666651,-1.424,-10.23456,-0.634,-2.444,-9.924178,1.086,
-0.5224603,-9.458022,-0.5584691,-0.2258087,-9.567037,-0.9093641,0.8458393,-10.97,-0.9666651,-1.424,-10.23417,-0.634,-2.444,-9.923834,1.086,
-0.5220889,-9.457435,-0.5575243,-0.2122084,-9.568853,-0.8919255,0.8458393,-10.97,-0.9666651,-1.424,-10.23368,-0.634,-2.444,-9.923241,1.086,
-0.5231756,-9.455484,-0.5561892,-0.1979793,-9.570869,-0.8719778,0.8458393,-10.97,-0.9666651,-1.424,-10.23328,-0.634,-2.444,-9.922562,1.086,
-0.5262669,-9.454351,-0.5557506,-0.1845955,-9.573785,-0.849316,0.8458393,-10.97,-0.9666651,-1.424,-10.23291,-0.634,-2.444,-9.921533,1.086,
-0.5280484,-9.454449,-0.5555333,-0.1733509,-9.576697,-0.8265564,0.8458393,-10.97,-0.9666651,-1.424,-10.23276,-0.634,-2.444,-9.92068,1.086,
-0.5313612,-9.454747,-0.5562252,-0.1642727,-9.57905,-0.8062167,0.8458393,-10.97,-0.9666651,-1.424,-10.23273,-0.634,-2.444,-9.919455,1.086,
-0.5326604,-9.455397,-0.5561181,-0.1563131,-9.581254,-0.7848681,0.8458393,-10.97,-0.9666651,-1.424,-10.23284,-0.634,-2.444,-9.91848,1.086,
-0.5341684,-9.456144,-0.5552241,-0.1490828,-9.582587,-0.7638048,0.8458393,-10.97,-0.9666651,-1.424,-10.23305,-0.634,-2.444,-9.917472,1.086,
-0.5341672,-9.456157,-0.5538646,-0.1431135,-9.583751,-0.7419698,0.8458393,-10.97,-0.9666651,-1.424,-10.23337,-0.634,-2.444,-9.916439,1.086,
-0.5337569,-9.456712,-0.5501002,-0.1375827,-9.585031,-0.7202929,0.8458393,-10.97,-0.9666651,-1.424,-10.23379,-0.634,-2.444,-9.915395,1.086,
-0.5334867,-9.456422,-0.5458313,-0.1326662,-9.585714,-0.6991642,0.8458393,-10.97,-0.9666651,-1.424,-10.23431,-0.634,-2.444,-9.914349,1.086,
-0.5336174,-9.456389,-0.5439962,-0.1290723,-9.586632,-0.6775435,0.8458393,-10.97,-0.9666651,-1.424,-10.23492,-0.634,-2.444,-9.913314,1.086,
-0.5325068,-9.45673,-0.5402973,-0.1265067,-9.587807,-0.6579723,0.8458393,-10.97,-0.9666651,-1.424,-10.23562,-0.634,-2.444,-9.9123,1.086,
-0.531664,-9.457278,-0.5386794,-0.1244935,-9.589166,-0.6367303,0.8458393,-10.97,-0.9666651,-1.424,-10.23667,-0.634,-2.444,-9.911002,1.086,
-0.5299255,-9.458813,-0.5362123,-0.1232723,-9.589906,-0.6175194,0.8458393,-10.97,-0.9666651,-1.424,-10.23754,-0.634,-2.444,-9.910083,1.086,
-0.5285126,-9.460004,-0.5346425,-0.1226734,-9.590041,-0.598865,0.8458393,-10.97,-0.9666651,-1.424,-10.23846,-0.634,-2.444,-9.90922,1.086,
-0.5254723,-9.462605,-0.5315379,-0.1213228,-9.589636,-0.5795341,0.8458393,-10.97,-0.9666651,-1.424,-10.23943,-0.634,-2.444,-9.908424,1.086,
-0.5236837,-9.463585,-0.5293859,-0.1204804,-9.588925,-0.5614269,0.8458393,-10.97,-0.9666651,-1.424,-10.24043,-0.634,-2.444,-9.907703,1.086,
-0.5188404,-9.464677,-0.524074,-0.1191484,-9.588205,-0.5432482,0.8458393,-10.97,-0.9666651,-1.424,-10.24112,-0.634,-2.444,-9.907269,1.086,
-0.5162114,-9.465094,-0.520514,-0.1181046,-9.587139,-0.5231006,0.8458393,-10.97,-0.9666651,-1.424,-10.24251,-0.634,-2.444,-9.90652,1.086,
-0.511952,-9.465036,-0.5139971,-0.1168214,-9.585978,-0.5062356,0.8458393,-10.97,-0.9666651,-1.424,-10.24355,-0.634,-2.444,-9.906069,1.086,
-0.5072175,-9.464684,-0.5057164,-0.1148709,-9.583928,-0.4906027,0.8458393,-10.97,-0.9666651,-1.424,-10.24459,-0.634,-2.444,-9.90572,1.086,
-0.504809,-9.464659,-0.5012897,-0.1120533,-9.581684,-0.4776236,0.8458393,-10.97,-0.9666651,-1.424,-10.24561,-0.634,-2.444,-9.905476,1.086,
-0.5019757,-9.46492,-0.4969261,-0.107062,-9.579258,-0.4649105,0.8458393,-10.97,-0.9666651,-1.424,-10.24659,-0.634,-2.444,-9.905339,1.086,
-0.4957019,-9.465641,-0.4877454,-0.1019217,-9.576817,-0.4529898,0.8458393,-10.97,-0.9666651,-1.424,-10.24753,-0.634,-2.444,-9.905312,1.086,
-0.4921483,-9.465972,-0.4827077,-0.0953356,-9.573747,-0.4401249,0.8458393,-10.97,-0.9666651,-1.424,-10.24842,-0.634,-2.444,-9.905394,1.086,
-0.4849004,-9.467012,-0.4718946,-0.08728778,-9.56951,-0.4266217,0.8458393,-10.97,-0.9666651,-1.424,-10.24925,-0.634,-2.444,-9.905584,1.086,
-0.4771477,-9.467584,-0.4600606,-0.07864416,-9.565269,-0.4149801,0.8458393,-10.97,-0.9666651,-1.424,-10.25001,-0.634,-2.444,-9.905882,1.086,
-0.4731835,-9.467813,-0.4538804,-0.06825793,-9.560062,-0.4017692,0.8458393,-10.97,-0.9666651,-1.424,-10.25068,-0.634,-2.444,-9.906282,1.086,
-0.4651099,-9.468731,-0.4404505,-0.05630934,-9.554102,-0.387416,0.8458393,-10.97,-0.9666651,-1.424,-10.25145,-0.634,-2.444,-9.906969,1.086,
-0.4610823,-9.468769,-0.4337567,-0.04587376,-9.548395,-0.3749034,0.8458393,-10.97,-0.9666651,-1.424,-10.25191,-0.634,-2.444,-9.907592,1.086,
-0.4530619,-9.467348,-0.4190612,-0.03304017,-9.541226,-0.3602338,0.8458393,-10.97,-0.9666651,-1.424,-10.25227,-0.634,-2.444,-9.908299,1.086,
-0.4450876,-9.464316,-0.4035357,-0.02125108,-9.534045,-0.3461626,0.8458393,-10.97,-0.9666651,-1.424,-10.25253,-0.634,-2.444,-9.909083,1.086,
-0.4407502,-9.461565,-0.3955514,-0.008906484,-9.526814,-0.3317353,0.8458393,-10.97,-0.9666651,-1.424,-10.25271,-0.634,-2.444,-9.910233,1.086,
-0.4322079,-9.45654,-0.3798052,0.002832055,-9.521179,-0.3178699,0.8458393,-10.97,-0.9666651,-1.424,-10.25271,-0.634,-2.444,-9.911161,1.086,
-0.4280094,-9.454585,-0.3721744,0.01414812,-9.516669,-0.3055542,0.8458393,-10.97,-0.9666651,-1.424,-10.25261,-0.634,-2.444,-9.912136,1.086,
-0.4194742,-9.451347,-0.3586816,0.02541506,-9.512412,-0.2933416,0.8458393,-10.97,-0.9666651,-1.424,-10.2523,-0.634,-2.444,-9.913486,1.086,
-0.4113046,-9.450261,-0.3461896,0.03625166,-9.508905,-0.2806013,0.8458393,-10.97,-0.9666651,-1.424,-10.25194,-0.634,-2.444,-9.914524,1.086,
-0.4071015,-9.450072,-0.3402895,0.04636252,-9.505926,-0.2698809,0.8458393,-10.97,-0.9666651,-1.424,-10.25149,-0.634,-2.444,-9.91557,1.086,
-0.3985838,-9.448785,-0.3295408,0.0570761,-9.503532,-0.2597024,0.8458393,-10.97,-0.9666651,-1.424,-10.25094,-0.634,-2.444,-9.916614,1.086,
-0.3943301,-9.447621,-0.3246146,0.06834066,-9.500689,-0.2495735,0.8458393,-10.97,-0.9666651,-1.424,-10.2503,-0.634,-2.444,-9.917644,1.086,
-0.3843466,-9.446544,-0.314661,0.07901037,-9.498203,-0.2415285,0.8458393,-10.97,-0.9666651,-1.424,-10.24957,-0.634,-2.444,-9.918647,1.086,
-0.3790566,-9.446508,-0.3099283,0.09283292,-9.494523,-0.2319474,0.8458393,-10.97,-0.9666651,-1.424,-10.24877,-0.634,-2.444,-9.919614,1.086,
-0.3668581,-9.449057,-0.3024242,0.1061596,-9.490996,-0.224081,0.8458393,-10.97,-0.9666651,-1.424,-10.24791,-0.634,-2.444,-9.920533,1.086,
-0.360994,-9.450542,-0.2993398,0.1203693,-9.486965,-0.2170839,0.8458393,-10.97,-0.9666651,-1.424,-10.24699,-0.634,-2.444,-9.921396,1.086,
-0.3488849,-9.45412,-0.2931906,0.1357156,-9.48207,-0.210072,0.8458393,-10.97,-0.9666651,-1.424,-10.24602,-0.634,-2.444,-9.922192,1.086,
-0.342383,-9.455474,-0.290484,0.1509613,-9.477226,-0.2033308,0.8458393,-10.97,-0.9666651,-1.424,-10.24501,-0.634,-2.444,-9.922913,1.086,
-0.3355314,-9.456563,-0.287714,0.1676852,-9.472848,-0.1964247,0.8458393,-10.97,-0.9666651,-1.424,-10.24433,-0.634,-2.444,-9.923347,1.086,
-0.3207716,-9.457575,-0.2832288,0.1853257,-9.468536,-0.1894062,0.8458393,-10.97,-0.9666651,-1.424,-10.24329,-0.634,-2.444,-9.923924,1.086,
-0.3130842,-9.458416,-0.2808425,0.2039121,-9.463735,-0.1814244,0.8458393,-10.97,-0.9666651,-1.424,-10.24189,-0.634,-2.444,-9.924547,1.086,
-0.2970148,-9.459907,-0.2773713,0.2203978,-9.458848,-0.1753652,0.8458393,-10.97,-0.9666651,-1.424,-10.2412,-0.634,-2.444,-9.924791,1.086,
-0.289054,-9.460094,-0.2757883,0.239477,-9.453215,-0.167896,0.8458393,-10.97,-0.9666651,-1.424,-10.24018,-0.634,-2.444,-9.925071,1.086,
-0.2716123,-9.459245,-0.2719039,0.2580513,-9.447281,-0.1599925,0.8458393,-10.97,-0.9666651,-1.424,-10.23918,-0.634,-2.444,-9.925243,1.086,
-0.2629186,-9.458521,-0.2698582,0.276131,-9.441912,-0.1507828,0.8458393,-10.97,-0.9666651,-1.424,-10.23822,-0.634,-2.444,-9.925307,1.086,
-0.2452339,-9.455886,-0.2655714,0.2923483,-9.438076,-0.1411532,0.8458393,-10.97,-0.9666651,-1.424,-10.23731,-0.634,-2.444,-9.925261,1.086,
-0.2364155,-9.454052,-0.2627559,0.3092045,-9.435101,-0.1297694,0.8458393,-10.97,-0.9666651,-1.424,-10.23646,-0.634,-2.444,-9.925107,1.086,
-0.2179796,-9.451414,-0.2558788,0.3257471,-9.432902,-0.1183829,0.8458393,-10.97,-0.9666651,-1.424,-10.23568,-0.634,-2.444,-9.924845,1.086,
-0.2088948,-9.450243,-0.252394,0.3420933,-9.431309,-0.1083533,0.8458393,-10.97,-0.9666651,-1.424,-10.23498,-0.634,-2.444,-9.924479,1.086,
-0.1915318,-9.449162,-0.2465533,0.3605384,-9.429016,-0.09894371,0.8458393,-10.97,-0.9666651,-1.424,-10.23436,-0.634,-2.444,-9.924011,1.086,
-0.1830343,-9.448656,-0.2438885,0.3766552,-9.426733,-0.09182906,0.8458393,-10.97,-0.9666651,-1.424,-10.23383,-0.634,-2.444,-9.923449,1.086,
-0.1667942,-9.448993,-0.2395836,0.3942589,-9.424387,-0.08446914,0.8458393,-10.97,-0.9666651,-1.424,-10.2334,-0.634,-2.444,-9.922797,1.086,
-0.1588689,-9.448642,-0.2374519,0.4135538,-9.421268,-0.0771907,0.8458393,-10.97,-0.9666651,-1.424,-10.23307,-0.634,-2.444,-9.922064,1.086,
-0.1425916,-9.447889,-0.2328016,0.4323996,-9.417975,-0.070234,0.8458393,-10.97,-0.9666651,-1.424,-10.2328,-0.634,-2.444,-9.920972,1.086,
-0.1268646,-9.447095,-0.2275727,0.4534732,-9.415214,-0.06586814,0.8458393,-10.97,-0.9666651,-1.424,-10.23272,-0.634,-2.444,-9.919769,1.086,
-0.1115042,-9.44631,-0.2219106,0.4739689,-9.413259,-0.06289649,0.8458393,-10.97,-0.9666651,-1.424,-10.23279,-0.634,-2.444,-9.91881,1.086,
-0.1005205,-9.4459,-0.2169722,0.4903089,-9.412161,-0.06023854,0.8458393,-10.97,-0.9666651,-1.424,-10.23297,-0.634,-2.444,-9.917811,1.086,
-0.08993733,-9.446065,-0.2128025,0.5056833,-9.411002,-0.05922699,0.8458393,-10.97,-0.9666651,-1.424,-10.23337,-0.634,-2.444,-9.916439,1.086,
-0.08350527,-9.446509,-0.2103828,0.5188524,-9.410241,-0.0603143,0.8458393,-10.97,-0.9666651,-1.424,-10.23379,-0.634,-2.444,-9.915395,1.086,
-0.07249582,-9.447758,-0.2072576,0.5304519,-9.410495,-0.06062806,0.8458393,-10.97,-0.9666651,-1.424,-10.23431,-0.634,-2.444,-9.914349,1.086,
-0.06778657,-9.448697,-0.2062862,0.5380715,-9.411026,-0.05906242,0.8458393,-10.97,-0.9666651,-1.424,-10.23492,-0.634,-2.444,-9.913314,1.086,
-0.05999386,-9.450232,-0.2050905,0.5455354,-9.410838,-0.05909425,0.8458393,-10.97,-0.9666651,-1.424,-10.23562,-0.634,-2.444,-9.9123,1.086,
-0.05405533,-9.451755,-0.2046155,0.5517093,-9.410219,-0.06091315,0.8458393,-10.97,-0.9666651,-1.424,-10.2364,-0.634,-2.444,-9.91132,1.086,
-0.05199897,-9.452303,-0.2042996,0.5566052,-9.411037,-0.06386679,0.8458393,-10.97,-0.9666651,-1.424,-10.23724,-0.634,-2.444,-9.910383,1.086,
-0.04902518,-9.45361,-0.2040466,0.5583156,-9.41399,-0.06514519,0.8458393,-10.97,-0.9666651,-1.424,-10.23846,-0.634,-2.444,-9.90922,1.086,
-0.04848468,-9.455091,-0.2048023,0.5577098,-9.418126,-0.06706303,0.8458393,-10.97,-0.9666651,-1.424,-10.23976,-0.634,-2.444,-9.908175,1.086,
-0.04989803,-9.456461,-0.2058605,0.5547541,-9.422376,-0.06865293,0.8458393,-10.97,-0.9666651,-1.424,-10.24112,-0.634,-2.444,-9.907269,1.086,
-0.05321229,-9.457312,-0.2077833,0.5503544,-9.427677,-0.0697704,0.8458393,-10.97,-0.9666651,-1.424,-10.24216,-0.634,-2.444,-9.906692,1.086,
-0.0557493,-9.457312,-0.2090729,0.5416344,-9.436023,-0.0720644,0.8458393,-10.97,-0.9666651,-1.424,-10.24355,-0.634,-2.444,-9.906069,1.086,
-0.06166685,-9.457516,-0.2114028,0.5322551,-9.443976,-0.07308251,0.8458393,-10.97,-0.9666651,-1.424,-10.24459,-0.634,-2.444,-9.90572,1.086,
-0.06905091,-9.458833,-0.2137884,0.5151798,-9.455601,-0.0760532,0.8458393,-10.97,-0.9666651,-1.424,-10.24594,-0.634,-2.444,-9.905417,1.086,
-0.07354796,-9.459813,-0.2154409,0.4967822,-9.469889,-0.07681525,0.8458393,-10.97,-0.9666651,-1.424,-10.24691,-0.634,-2.444,-9.905317,1.086,
-0.08513916,-9.46099,-0.2177452,0.4726948,-9.48737,-0.07525009,0.8458393,-10.97,-0.9666651,-1.424,-10.24784,-0.634,-2.444,-9.905327,1.086,
-0.099635,-9.461726,-0.2180122,0.4460937,-9.509592,-0.06755471,0.8458393,-10.97,-0.9666651,-1.424,-10.24871,-0.634,-2.444,-9.905445,1.086,
-0.1081218,-9.462214,-0.2178949,0.4097351,-9.540182,-0.05934602,0.8458393,-10.97,-0.9666651,-1.424,-10.24976,-0.634,-2.444,-9.905771,1.086,
-0.1271931,-9.4626,-0.2174965,0.3707408,-9.57863,-0.04739392,0.8458393,-10.97,-0.9666651,-1.424,-10.25047,-0.634,-2.444,-9.906137,1.086,
-0.1480056,-9.463313,-0.2176219,0.3312541,-9.621324,-0.03541064,0.8458393,-10.97,-0.9666651,-1.424,-10.25109,-0.634,-2.444,-9.906605,1.086,
-0.1588289,-9.463606,-0.2179562,0.2893008,-9.671567,-0.02141672,0.8458393,-10.97,-0.9666651,-1.424,-10.25177,-0.634,-2.444,-9.907375,1.086,
-0.1804577,-9.464841,-0.2194465,0.2430047,-9.729541,-0.00840795,0.8458393,-10.97,-0.9666651,-1.424,-10.25216,-0.634,-2.444,-9.908054,1.086,
-0.2025064,-9.466178,-0.2228775,0.1925901,-9.792315,0.001767039,0.8458393,-10.97,-0.9666651,-1.424,-10.25246,-0.634,-2.444,-9.908814,1.086,
-0.2135612,-9.466656,-0.2256582,0.1332206,-9.860158,0.005348742,0.8458393,-10.97,-0.9666651,-1.424,-10.25268,-0.634,-2.444,-9.909936,1.086,
-0.2342738,-9.466996,-0.2326213,0.07700932,-9.918402,-0.0002740026,0.8458393,-10.97,-0.9666651,-1.424,-10.25272,-0.634,-2.444,-9.910847,1.086,
-0.254083,-9.466926,-0.2405138,0.01768315,-9.969695,-0.01002222,0.8458393,-10.97,-0.9666651,-1.424,-10.25261,-0.634,-2.444,-9.912136,1.086,
-0.2703472,-9.466472,-0.2476083,-0.03439677,-10.00028,-0.01975137,0.8458393,-10.97,-0.9666651,-1.424,-10.2523,-0.634,-2.444,-9.913486,1.086,
-0.2851645,-9.466207,-0.2561778,-0.08439887,-10.01982,-0.02817911,0.8458393,-10.97,-0.9666651,-1.424,-10.2518,-0.634,-2.444,-9.914872,1.086,
-0.2917694,-9.466157,-0.2604063,-0.1316575,-10.0297,-0.03421152,0.8458393,-10.97,-0.9666651,-1.424,-10.25132,-0.634,-2.444,-9.915919,1.086,
-0.3045157,-9.46616,-0.2682973,-0.1744241,-10.03222,-0.04029685,0.8458393,-10.97,-0.9666651,-1.424,-10.25073,-0.634,-2.444,-9.916959,1.086,
-0.3164142,-9.466374,-0.2755293,-0.2130724,-10.02897,-0.04397553,0.8458393,-10.97,-0.9666651,-1.424,-10.24982,-0.634,-2.444,-9.918316,1.086,
-0.3220187,-9.46691,-0.2788719,-0.2457725,-10.0229,-0.04487753,0.8458393,-10.97,-0.9666651,-1.424,-10.24905,-0.634,-2.444,-9.919296,1.086,
-0.3314537,-9.467962,-0.2856141,-0.273646,-10.01763,-0.0442329,0.8458393,-10.97,-0.9666651,-1.424,-10.2482,-0.634,-2.444,-9.920233,1.086,
-0.3356539,-9.468511,-0.288838,-0.2997583,-10.01338,-0.04570585,0.8458393,-10.97,-0.9666651,-1.424,-10.2473,-0.634,-2.444,-9.921116,1.086,
-0.343094,-9.469282,-0.2949446,-0.3218991,-10.01066,-0.04845226,0.8458393,-10.97,-0.9666651,-1.424,-10.24635,-0.634,-2.444,-9.921935,1.086,
-0.3457123,-9.469179,-0.2978252,-0.3485857,-10.01143,-0.05358458,0.8458393,-10.97,-0.9666651,-1.424,-10.24535,-0.634,-2.444,-9.922681,1.086,
-0.3502251,-9.468908,-0.3046776,-0.3731486,-10.01126,-0.0581522,0.8458393,-10.97,-0.9666651,-1.424,-10.24433,-0.634,-2.444,-9.923347,1.086,
-0.3535229,-9.468946,-0.3104897,-0.3921181,-10.0121,-0.06260729,0.8458393,-10.97,-0.9666651,-1.424,-10.24294,-0.634,-2.444,-9.924096,1.086,
-0.354267,-9.468956,-0.3134636,-0.4077507,-10.01381,-0.06634152,0.8458393,-10.97,-0.9666651,-1.424,-10.24189,-0.634,-2.444,-9.924547,1.086,
-0.3562695,-9.469435,-0.3187865,-0.4217819,-10.01593,-0.06924498,0.8458393,-10.97,-0.9666651,-1.424,-10.24086,-0.634,-2.444,-9.924896,1.086,
-0.3569628,-9.469479,-0.3204004,-0.436215,-10.01644,-0.06910467,0.8458393,-10.97,-0.9666651,-1.424,-10.23984,-0.634,-2.444,-9.92514,1.086,
-0.357443,-9.46987,-0.3229771,-0.4531246,-10.01453,-0.06258965,0.8458393,-10.97,-0.9666651,-1.424,-10.23885,-0.634,-2.444,-9.925277,1.086,
-0.3571957,-9.471223,-0.3243212,-0.4702512,-10.01186,-0.05489266,0.8458393,-10.97,-0.9666651,-1.424,-10.23761,-0.634,-2.444,-9.925289,1.086,
-0.3566734,-9.472497,-0.3263677,-0.4836329,-10.00965,-0.05095148,0.8458393,-10.97,-0.9666651,-1.424,-10.23646,-0.634,-2.444,-9.925107,1.086,
-0.3585726,-9.474769,-0.3290881,-0.4956523,-10.00705,-0.05457211,0.8458393,-10.97,-0.9666651,-1.424,-10.23568,-0.634,-2.444,-9.924845,1.086,
-0.3582405,-9.475315,-0.3300663,-0.5035826,-10.00374,-0.06890559,0.8458393,-10.97,-0.9666651,-1.424,-10.23476,-0.634,-2.444,-9.924334,1.086,
