Position_HeadSet_x,Position_HeadSet_y,Position_HeadSet_z,Position_Right_x,Position_Right_y,Position_Right_z,Position_Left_x,Position_Left_y,Position_Left_z
-3.996868,-10.18503,-0.4345644,-4.19413,-10.26077,-0.4737912,-4.134916,-10.25203,-0.3125812
-3.996861,-10.18508,-0.4345539,-4.194132,-10.2607,-0.4738346,-4.134853,-10.25218,-0.3122746
-3.996901,-10.18509,-0.4344471,-4.194129,-10.26063,-0.4736992,-4.134941,-10.25214,-0.3124872
-3.996925,-10.18512,-0.4345777,-4.194268,-10.26072,-0.4738427,-4.134955,-10.25216,-0.3124901
-3.99675,-10.18511,-0.4346054,-4.194021,-10.26087,-0.4736966,-4.134828,-10.25224,-0.3125063
-3.996737,-10.18505,-0.4346189,-4.193991,-10.26097,-0.4736859,-4.134878,-10.25228,-0.3123971
-3.996814,-10.1851,-0.4346342,-4.194051,-10.26096,-0.4737941,-4.134976,-10.25243,-0.3122932
-3.996874,-10.18509,-0.4346483,-4.194021,-10.26095,-0.4738303,-4.134992,-10.25249,-0.3122493
-3.996878,-10.18508,-0.4347072,-4.194156,-10.26087,-0.4737927,-4.135007,-10.25248,-0.312137
-3.996849,-10.18508,-0.4347451,-4.194156,-10.26091,-0.4737426,-4.134967,-10.25252,-0.3120352
-3.996821,-10.18503,-0.4346995,-4.194094,-10.26093,-0.4735523,-4.134884,-10.2524,-0.3118221
-3.996859,-10.18509,-0.4345551,-4.194101,-10.26082,-0.4735171,-4.134948,-10.25238,-0.3117763
-3.996865,-10.18513,-0.4344146,-4.19408,-10.26078,-0.4734837,-4.135106,-10.25233,-0.3117486
-3.996836,-10.18512,-0.4344287,-4.194128,-10.26065,-0.473519,-4.135038,-10.25249,-0.3114558
-3.996845,-10.18511,-0.4344265,-4.194085,-10.26064,-0.4735807,-4.135069,-10.25237,-0.3117565
-3.996869,-10.1851,-0.4343417,-4.194071,-10.2606,-0.4735767,-4.135023,-10.25229,-0.3118194
-3.996839,-10.185,-0.4345446,-4.19414,-10.26073,-0.4736596,-4.13502,-10.25241,-0.3119489
-3.996885,-10.18501,-0.4347274,-4.194201,-10.26079,-0.4737784,-4.134987,-10.25243,-0.3120733
-3.99696,-10.18508,-0.4348071,-4.194248,-10.26093,-0.4738623,-4.135077,-10.25253,-0.3121351
-3.996926,-10.18516,-0.4348075,-4.194272,-10.26096,-0.4739288,-4.135023,-10.25263,-0.3121163
-3.996928,-10.18518,-0.4348464,-4.194175,-10.26105,-0.4739581,-4.135061,-10.25267,-0.3121394
-3.996925,-10.18518,-0.434572,-4.194178,-10.26091,-0.4736596,-4.135062,-10.25244,-0.3118964
-3.996845,-10.18518,-0.4345152,-4.194086,-10.26082,-0.4734679,-4.134941,-10.25245,-0.3117963
-3.996931,-10.18526,-0.4344909,-4.194187,-10.26079,-0.4736215,-4.135157,-10.25256,-0.3118325
-3.996895,-10.18532,-0.4343383,-4.194172,-10.26073,-0.4735819,-4.13506,-10.25241,-0.3118316
-3.996775,-10.18525,-0.4344585,-4.193931,-10.26083,-0.4734145,-4.13484,-10.25254,-0.3119041
-3.996885,-10.1853,-0.434325,-4.193912,-10.26076,-0.4736091,-4.134791,-10.25256,-0.3118881
-3.996852,-10.18526,-0.4342477,-4.194237,-10.26068,-0.4737107,-4.135064,-10.25243,-0.3118769
-3.996911,-10.18523,-0.4342434,-4.194351,-10.26053,-0.474002,-4.134957,-10.25239,-0.31174
-3.996891,-10.18533,-0.4344151,-4.194244,-10.26082,-0.4744145,-4.134856,-10.25268,-0.3119074
-3.9969,-10.18531,-0.4342954,-4.194242,-10.26072,-0.4742142,-4.13503,-10.25245,-0.3117906
-3.996896,-10.18528,-0.4342785,-4.194263,-10.26067,-0.4744226,-4.134966,-10.25263,-0.3114613
-3.996872,-10.18532,-0.4344132,-4.194123,-10.26057,-0.4743544,-4.134992,-10.25263,-0.3118001
-3.996811,-10.18531,-0.4342334,-4.194107,-10.26056,-0.4745952,-4.135045,-10.25248,-0.3116995
-3.996866,-10.18533,-0.4341664,-4.194103,-10.26041,-0.4743577,-4.135049,-10.25246,-0.3116559
-3.996876,-10.18531,-0.4341042,-4.194111,-10.26038,-0.4741913,-4.135088,-10.25234,-0.3116332
-3.996799,-10.18532,-0.4342926,-4.194066,-10.26049,-0.474425,-4.134996,-10.25257,-0.3117844
-3.996787,-10.18529,-0.43418,-4.194042,-10.2604,-0.4745651,-4.135063,-10.25272,-0.3114954
-3.996779,-10.18537,-0.4341257,-4.194077,-10.2603,-0.4744176,-4.135045,-10.25245,-0.3117296
-3.996855,-10.18536,-0.434036,-4.194018,-10.2604,-0.4742743,-4.134956,-10.25253,-0.3117505
-3.996897,-10.18537,-0.4341609,-4.194193,-10.26032,-0.4744564,-4.135182,-10.25257,-0.3117639
-3.996796,-10.18534,-0.4342217,-4.194067,-10.26043,-0.474346,-4.135006,-10.25259,-0.3117291
-3.996769,-10.18531,-0.4341903,-4.194058,-10.26033,-0.474454,-4.134996,-10.25256,-0.3116904
-3.996728,-10.18527,-0.4344177,-4.19405,-10.26025,-0.4745542,-4.134942,-10.25275,-0.3117076
-3.996775,-10.18534,-0.4342778,-4.193985,-10.26036,-0.474686,-4.134939,-10.25278,-0.3117269
-3.996768,-10.18533,-0.4344356,-4.194118,-10.26034,-0.4749125,-4.135028,-10.25282,-0.3118194
-3.996826,-10.18527,-0.4342744,-4.194204,-10.26017,-0.474806,-4.135104,-10.25253,-0.3117291
-3.996776,-10.18528,-0.4344645,-4.194253,-10.2601,-0.4749142,-4.134932,-10.25276,-0.311433
-3.996829,-10.18533,-0.4343204,-4.194151,-10.2603,-0.4748508,-4.1349,-10.25262,-0.3117424
-3.996796,-10.18525,-0.4343071,-4.194129,-10.26023,-0.4747678,-4.134964,-10.25267,-0.3113858
-3.996697,-10.18517,-0.4342537,-4.194078,-10.26025,-0.4745923,-4.134917,-10.25246,-0.3116342
-3.996678,-10.18515,-0.4343169,-4.193985,-10.26047,-0.4744521,-4.13481,-10.25261,-0.3117353
-3.996685,-10.18508,-0.4344199,-4.194039,-10.26047,-0.4745094,-4.134919,-10.25271,-0.3117
-3.996783,-10.18511,-0.4343815,-4.194142,-10.26061,-0.4744254,-4.135027,-10.25274,-0.3117448
-3.996837,-10.18511,-0.4342382,-4.194149,-10.26055,-0.4744984,-4.135053,-10.2526,-0.3116838
-3.996825,-10.18508,-0.434283,-4.194169,-10.26045,-0.4743253,-4.135079,-10.25259,-0.3116719
-3.996847,-10.18506,-0.4343622,-4.19407,-10.26053,-0.4741873,-4.134925,-10.25262,-0.3116728
-3.996949,-10.18509,-0.4344997,-4.194259,-10.26047,-0.4743978,-4.135094,-10.25271,-0.3116304
-3.99694,-10.18508,-0.4345963,-4.194147,-10.26063,-0.4741851,-4.134987,-10.25269,-0.3116287
-3.996961,-10.18512,-0.4345388,-4.194152,-10.26065,-0.4742116,-4.134958,-10.25271,-0.3116161
-3.99695,-10.18511,-0.4345789,-4.194244,-10.2607,-0.4742619,-4.135024,-10.25272,-0.3116146
-3.99686,-10.18513,-0.4345863,-4.194078,-10.26075,-0.4740151,-4.134871,-10.25272,-0.3115517
-3.996948,-10.1851,-0.4345911,-4.194149,-10.26075,-0.4739844,-4.134996,-10.25275,-0.3114594
-3.996977,-10.18513,-0.4345875,-4.194177,-10.26077,-0.4739991,-4.134975,-10.25274,-0.3114597
-3.996935,-10.1851,-0.4345102,-4.194116,-10.26075,-0.4737779,-4.134987,-10.25264,-0.3114151
-3.996837,-10.18511,-0.4347415,-4.194228,-10.26081,-0.4740821,-4.13518,-10.25269,-0.3115674
-3.996878,-10.18509,-0.4347763,-4.194249,-10.26062,-0.4740921,-4.135505,-10.25274,-0.3116966
-3.996938,-10.18515,-0.434655,-4.194296,-10.26052,-0.4742018,-4.135332,-10.25267,-0.3116394
-3.996901,-10.18514,-0.4346125,-4.194283,-10.26066,-0.4745442,-4.135438,-10.25265,-0.3117014
-3.996873,-10.18507,-0.4346697,-4.19418,-10.26056,-0.4742852,-4.135153,-10.25264,-0.3118178
-3.996896,-10.185,-0.434592,-4.19418,-10.26044,-0.4741684,-4.13507,-10.25255,-0.3116478
-3.996893,-10.18502,-0.4346139,-4.194208,-10.26036,-0.4742204,-4.135012,-10.25264,-0.3116263
-3.996898,-10.18504,-0.4345605,-4.194241,-10.2605,-0.4742719,-4.134954,-10.25265,-0.3116754
-3.996864,-10.18498,-0.4345024,-4.194128,-10.26043,-0.4742199,-4.134833,-10.25257,-0.3117272
-3.996852,-10.18499,-0.434469,-4.194185,-10.26038,-0.4742767,-4.13485,-10.2526,-0.311726
-3.996858,-10.185,-0.4344451,-4.194184,-10.26031,-0.4743434,-4.134934,-10.25255,-0.3116356
-3.996923,-10.18502,-0.4346614,-4.194229,-10.26047,-0.4744312,-4.135036,-10.25258,-0.3118082
-3.996856,-10.18504,-0.434623,-4.194242,-10.26042,-0.4745232,-4.134974,-10.25258,-0.3118392
-3.996856,-10.18504,-0.4346201,-4.194122,-10.26059,-0.4743496,-4.134942,-10.25256,-0.3118781
-3.996846,-10.185,-0.4345753,-4.194108,-10.26059,-0.4741122,-4.134937,-10.25246,-0.3117372
-3.996816,-10.18496,-0.4347134,-4.194056,-10.26072,-0.4740044,-4.134909,-10.25249,-0.3118321
-3.996753,-10.18494,-0.4347465,-4.194036,-10.26071,-0.4740587,-4.134848,-10.25267,-0.3115176
-3.99677,-10.18497,-0.4346993,-4.193945,-10.2608,-0.4739956,-4.134807,-10.25252,-0.3117758
-3.996802,-10.18496,-0.4347527,-4.194077,-10.26089,-0.4740294,-4.134901,-10.25256,-0.3117071
-3.996872,-10.18496,-0.434706,-4.194152,-10.26091,-0.4739143,-4.134978,-10.2525,-0.3116828
-3.996853,-10.18494,-0.4348114,-4.194147,-10.26096,-0.4739467,-4.134902,-10.25266,-0.3113953
-3.996835,-10.18493,-0.43483,-4.194122,-10.26109,-0.4738482,-4.134921,-10.25252,-0.3118049
-3.996875,-10.18491,-0.4346769,-4.194163,-10.26104,-0.4736482,-4.134975,-10.25242,-0.3117577
-3.996916,-10.18486,-0.4345496,-4.19426,-10.26102,-0.4734517,-4.135078,-10.25234,-0.3117594
-3.99683,-10.18484,-0.4346211,-4.194289,-10.26105,-0.4734167,-4.134895,-10.25256,-0.3114907
-3.996841,-10.18482,-0.4346175,-4.194163,-10.26114,-0.4733406,-4.134863,-10.2524,-0.3117481
-3.996944,-10.18488,-0.4346111,-4.194284,-10.26113,-0.4733888,-4.135047,-10.25246,-0.3117052
-3.996911,-10.18489,-0.4345818,-4.194205,-10.26111,-0.4732331,-4.135035,-10.25243,-0.3117062
-3.996898,-10.18495,-0.4344821,-4.194247,-10.26105,-0.4732584,-4.135051,-10.25233,-0.3117734
-3.996909,-10.18498,-0.4344742,-4.194257,-10.26102,-0.4732405,-4.135044,-10.25226,-0.3118054
-3.996907,-10.185,-0.4344337,-4.194347,-10.26121,-0.4736172,-4.135116,-10.25225,-0.3118325
-3.996859,-10.18503,-0.4345543,-4.19419,-10.2612,-0.4734975,-4.135001,-10.25241,-0.3118752
-3.996879,-10.18514,-0.4345927,-4.194187,-10.26124,-0.4735597,-4.135022,-10.25247,-0.3119661
-3.996896,-10.18519,-0.4345667,-4.194185,-10.26122,-0.4736897,-4.134998,-10.25243,-0.3120042
-3.996903,-10.18524,-0.4344237,-4.194165,-10.26106,-0.4736096,-4.134977,-10.25229,-0.3119193
-3.996928,-10.18534,-0.4343445,-4.194224,-10.26108,-0.4737412,-4.135085,-10.25232,-0.3120581
-3.996887,-10.18539,-0.4344676,-4.194148,-10.26131,-0.4736608,-4.134953,-10.2525,-0.3121568
-3.996838,-10.18542,-0.4342692,-4.19413,-10.26137,-0.4736987,-4.134959,-10.25237,-0.3120037
-3.996827,-10.18545,-0.4342639,-4.194182,-10.26142,-0.4733626,-4.135036,-10.25242,-0.3121897
-3.996659,-10.18543,-0.4343514,-4.194,-10.26162,-0.4734768,-4.1351,-10.25225,-0.312291
-3.996642,-10.18544,-0.434356,-4.194061,-10.26146,-0.4736863,-4.134983,-10.25225,-0.3123204
-3.996711,-10.1855,-0.4341733,-4.194118,-10.2616,-0.4737197,-4.135137,-10.25194,-0.3124224
-3.996804,-10.18552,-0.434238,-4.194129,-10.26155,-0.473612,-4.135082,-10.25205,-0.3125731
-3.996905,-10.18555,-0.4341741,-4.194216,-10.26158,-0.4736229,-4.135128,-10.25216,-0.3123604
-3.996852,-10.18552,-0.4342337,-4.194151,-10.26158,-0.4734012,-4.135,-10.25212,-0.3128508
-3.996827,-10.18554,-0.4342244,-4.194052,-10.26164,-0.4733683,-4.135027,-10.25208,-0.3130065
-3.996695,-10.18553,-0.434283,-4.193963,-10.26162,-0.4732398,-4.134864,-10.25204,-0.3131233
-3.996798,-10.18548,-0.4340205,-4.194131,-10.26135,-0.4730579,-4.135014,-10.25173,-0.312991
-3.996794,-10.18549,-0.4339876,-4.194157,-10.26128,-0.4730271,-4.134971,-10.25177,-0.3129176
-3.996794,-10.18544,-0.4339747,-4.194174,-10.26128,-0.4728943,-4.134945,-10.25166,-0.3130361
-3.996915,-10.1855,-0.4342387,-4.194345,-10.2614,-0.4731261,-4.135066,-10.25191,-0.3131994
-3.996897,-10.18545,-0.4342389,-4.194256,-10.26139,-0.4730986,-4.135006,-10.25188,-0.31313
-3.996963,-10.18546,-0.4341643,-4.194281,-10.2613,-0.4730831,-4.135056,-10.25175,-0.313078
-3.996967,-10.18542,-0.4341257,-4.194292,-10.26133,-0.4729658,-4.135045,-10.25163,-0.313181
-3.996788,-10.18532,-0.434098,-4.19413,-10.26144,-0.472932,-4.134842,-10.25161,-0.313099
-3.996722,-10.18523,-0.4341781,-4.194073,-10.26148,-0.4728557,-4.134792,-10.25164,-0.313078
-3.996648,-10.18522,-0.434309,-4.194057,-10.26151,-0.4728833,-4.134789,-10.25168,-0.3130854
-3.996699,-10.18521,-0.4342544,-4.194045,-10.26157,-0.4727792,-4.134738,-10.25154,-0.3131615
-3.996814,-10.18527,-0.4345131,-4.194158,-10.2617,-0.4730264,-4.134916,-10.25179,-0.3132554
-3.996973,-10.18529,-0.4344878,-4.194244,-10.26171,-0.4729425,-4.135097,-10.25177,-0.3132359
-3.996888,-10.18524,-0.4344599,-4.194306,-10.26193,-0.4730724,-4.135024,-10.25192,-0.3130337
-3.996957,-10.18526,-0.4343998,-4.194238,-10.26203,-0.4731585,-4.134994,-10.25157,-0.3132387
-3.996941,-10.18518,-0.4343841,-4.194111,-10.26211,-0.4728316,-4.135055,-10.2515,-0.3132101
-3.996965,-10.18525,-0.4344213,-4.194181,-10.26204,-0.4729635,-4.135086,-10.25163,-0.3133789
-3.996905,-10.18518,-0.4343665,-4.194182,-10.2622,-0.4728638,-4.134997,-10.25182,-0.3130976
-3.996913,-10.18526,-0.4342604,-4.19416,-10.26197,-0.472612,-4.134971,-10.25156,-0.3133489
-3.996914,-10.18517,-0.4342403,-4.19418,-10.2619,-0.4723736,-4.134941,-10.25149,-0.3133141
-3.996943,-10.18528,-0.4344022,-4.194248,-10.2619,-0.4725381,-4.134954,-10.25174,-0.3134004
-3.996863,-10.18534,-0.4344881,-4.194252,-10.26207,-0.4723004,-4.134846,-10.25175,-0.3132604
-3.996806,-10.18525,-0.4344442,-4.194083,-10.26208,-0.4720136,-4.134841,-10.25169,-0.3133436
-3.996871,-10.18521,-0.4343717,-4.194222,-10.26185,-0.4720536,-4.13508,-10.25159,-0.3132027
-3.996877,-10.18524,-0.4342737,-4.194247,-10.26173,-0.4721159,-4.135098,-10.25158,-0.3131138
-3.996853,-10.18517,-0.4342785,-4.194253,-10.26181,-0.4718934,-4.135011,-10.25179,-0.3128792
-3.996795,-10.1852,-0.4344289,-4.194207,-10.26184,-0.4721192,-4.135033,-10.25162,-0.3132473
-3.996792,-10.18524,-0.4345546,-4.194123,-10.26192,-0.4722811,-4.134959,-10.25174,-0.3132035
-3.996704,-10.18518,-0.4345956,-4.194057,-10.26191,-0.4722787,-4.13483,-10.25184,-0.3130442
-3.996731,-10.1852,-0.43455,-4.194056,-10.26187,-0.4722289,-4.134743,-10.25185,-0.3129154
-3.996773,-10.18515,-0.4345269,-4.194431,-10.26164,-0.4725739,-4.135265,-10.25165,-0.3129231
-3.996777,-10.18514,-0.4345219,-4.194331,-10.26158,-0.4726452,-4.135346,-10.2517,-0.3129379
-3.996742,-10.18511,-0.4345603,-4.194325,-10.26163,-0.4725949,-4.135121,-10.2518,-0.3129584
-3.99685,-10.18508,-0.4344218,-4.194112,-10.26155,-0.4725529,-4.135178,-10.25175,-0.3130685
-3.996823,-10.18502,-0.4344177,-4.194135,-10.26144,-0.4727129,-4.135198,-10.25168,-0.3130738
-3.996786,-10.18501,-0.4345415,-4.19408,-10.26151,-0.4727279,-4.135045,-10.25182,-0.3132054
-3.99677,-10.18505,-0.4346321,-4.194072,-10.2615,-0.4729227,-4.134968,-10.25183,-0.3133241
-3.996784,-10.18512,-0.4347878,-4.194055,-10.26147,-0.4729871,-4.134886,-10.2519,-0.3133589
-3.996816,-10.18515,-0.4347112,-4.19399,-10.26141,-0.4729196,-4.134835,-10.25167,-0.3131226
-3.996776,-10.18504,-0.4346235,-4.193939,-10.26138,-0.4727954,-4.134872,-10.25177,-0.3127943
-3.996774,-10.1851,-0.4345896,-4.194028,-10.26128,-0.4727474,-4.134876,-10.25164,-0.3131737
-3.996833,-10.18512,-0.4344168,-4.194237,-10.2611,-0.4731015,-4.135002,-10.25171,-0.3132008
-3.996829,-10.18509,-0.4344699,-4.194288,-10.26105,-0.4731189,-4.135087,-10.25171,-0.312934
-3.996894,-10.18505,-0.4343681,-4.194313,-10.26095,-0.4732457,-4.135036,-10.25152,-0.3131493
-3.996924,-10.18506,-0.4344213,-4.194303,-10.26092,-0.4732126,-4.135122,-10.25168,-0.3132561
-3.996736,-10.1851,-0.4346168,-4.194073,-10.26121,-0.4734141,-4.134785,-10.25181,-0.3133861
-3.996721,-10.18511,-0.4345653,-4.194025,-10.26116,-0.4732863,-4.134724,-10.25173,-0.3132964
-3.996704,-10.18503,-0.4345677,-4.194041,-10.26114,-0.4732944,-4.134819,-10.25185,-0.3129414
-3.996827,-10.18511,-0.4347394,-4.194202,-10.26118,-0.4736999,-4.134863,-10.25185,-0.3134314
-3.996925,-10.1852,-0.4346378,-4.194291,-10.26114,-0.473631,-4.135035,-10.25177,-0.3133174
-3.996902,-10.18517,-0.4346628,-4.19429,-10.26118,-0.4734539,-4.135111,-10.25171,-0.3131727
-3.996926,-10.18512,-0.4345477,-4.194324,-10.26117,-0.473425,-4.135114,-10.25162,-0.3132564
-3.996922,-10.18502,-0.4343805,-4.194234,-10.26115,-0.4732429,-4.135073,-10.2515,-0.3132192
-3.996874,-10.18501,-0.4344437,-4.194125,-10.26133,-0.4730645,-4.134967,-10.25163,-0.3131746
-3.996838,-10.18498,-0.4347253,-4.194073,-10.26148,-0.473117,-4.134882,-10.25186,-0.3132659
-3.996814,-10.18493,-0.4347327,-4.194042,-10.26155,-0.4730388,-4.134953,-10.25195,-0.3131477
-3.996794,-10.1849,-0.4348328,-4.194175,-10.26161,-0.4731232,-4.134936,-10.25192,-0.3132411
-3.996774,-10.18485,-0.4348567,-4.194132,-10.26152,-0.4731907,-4.134919,-10.25192,-0.313187
-3.996803,-10.1848,-0.4349267,-4.194179,-10.26144,-0.4731728,-4.13492,-10.25194,-0.3129138
-3.996755,-10.18485,-0.4350488,-4.194188,-10.26148,-0.4732133,-4.134806,-10.25201,-0.3128401
-3.996746,-10.18481,-0.435061,-4.194096,-10.26147,-0.4731685,-4.13479,-10.25203,-0.3128787
-3.996803,-10.18476,-0.4350579,-4.194078,-10.26148,-0.4730955,-4.134871,-10.252,-0.3127319
-3.996979,-10.18478,-0.4349217,-4.194214,-10.26134,-0.4731354,-4.135183,-10.25199,-0.3126136
-3.996998,-10.18474,-0.4349785,-4.194259,-10.26138,-0.4731115,-4.135159,-10.25202,-0.3125883
-3.997049,-10.1847,-0.4350233,-4.194265,-10.26136,-0.4730695,-4.13518,-10.25193,-0.3126363
-3.996859,-10.18465,-0.4351108,-4.194065,-10.26139,-0.4729954,-4.134896,-10.25203,-0.3125793
-3.996776,-10.18465,-0.4351118,-4.193996,-10.2614,-0.4728564,-4.134819,-10.2521,-0.3125731
-3.996838,-10.18464,-0.4351757,-4.194068,-10.26121,-0.4729229,-4.134954,-10.25215,-0.3125123
-3.996831,-10.18464,-0.4352605,-4.194181,-10.26125,-0.4731354,-4.134856,-10.2521,-0.3125254
-3.996867,-10.18469,-0.4351203,-4.194358,-10.26098,-0.4733468,-4.135215,-10.25194,-0.3125645
-3.997005,-10.18477,-0.4352529,-4.194446,-10.26062,-0.4735562,-4.135477,-10.25206,-0.3127824
-3.996994,-10.18485,-0.4351902,-4.194242,-10.26079,-0.4736296,-4.135285,-10.25189,-0.3127614
-3.996908,-10.1848,-0.43519,-4.194241,-10.26073,-0.4737107,-4.135107,-10.25194,-0.3128077
-3.996874,-10.18482,-0.4352326,-4.194107,-10.26097,-0.4738446,-4.135078,-10.25186,-0.3129207
-3.996794,-10.18485,-0.4350605,-4.194004,-10.26098,-0.4736954,-4.134895,-10.25177,-0.312874
-3.996864,-10.18493,-0.4349735,-4.194153,-10.26084,-0.4738594,-4.135039,-10.25178,-0.3130153
-3.996843,-10.18496,-0.435004,-4.194176,-10.26089,-0.473915,-4.134955,-10.25173,-0.3129879
-3.996831,-10.18498,-0.4348879,-4.194129,-10.26079,-0.4740549,-4.134939,-10.25166,-0.3130862
-3.996757,-10.18507,-0.4347973,-4.194517,-10.26098,-0.4745041,-4.13504,-10.25158,-0.3130387
-3.996798,-10.18509,-0.4349461,-4.194089,-10.26096,-0.4741441,-4.134845,-10.25184,-0.3132149
-3.996844,-10.18509,-0.4346466,-4.194144,-10.26083,-0.474063,-4.134995,-10.2517,-0.3130368
-3.996768,-10.18508,-0.4347515,-4.193995,-10.26089,-0.4739562,-4.1349,-10.2518,-0.3129631
-3.996723,-10.18502,-0.4348171,-4.193918,-10.26085,-0.4740046,-4.13485,-10.25198,-0.3126236
-3.996766,-10.18505,-0.4347107,-4.19397,-10.26097,-0.4740518,-4.134918,-10.252,-0.3130363
-3.996739,-10.18505,-0.4347661,-4.194058,-10.2609,-0.473828,-4.135004,-10.25198,-0.3129112
-3.996787,-10.18508,-0.4346383,-4.194043,-10.2608,-0.4738003,-4.135014,-10.2519,-0.3127662
-3.996791,-10.18512,-0.4345953,-4.193997,-10.26082,-0.4737221,-4.134945,-10.252,-0.3127161
-3.996761,-10.18511,-0.4346013,-4.193942,-10.26077,-0.4736756,-4.134885,-10.25217,-0.3124162
-3.9968,-10.18521,-0.4346845,-4.194045,-10.26094,-0.4737765,-4.134949,-10.25211,-0.3128091
-3.996756,-10.18515,-0.4346325,-4.193955,-10.26095,-0.4735991,-4.13481,-10.25213,-0.3126646
-3.996812,-10.18517,-0.4344723,-4.193905,-10.26098,-0.4735798,-4.134908,-10.25206,-0.3125433
-3.996843,-10.18524,-0.4344146,-4.194054,-10.26098,-0.4734875,-4.13486,-10.25205,-0.3125707
-3.996853,-10.1852,-0.4344776,-4.194156,-10.26107,-0.4733909,-4.134952,-10.2521,-0.3125306
-3.996919,-10.18529,-0.4345586,-4.194196,-10.26119,-0.473385,-4.135009,-10.25224,-0.3126336
-3.996969,-10.18534,-0.4344168,-4.194248,-10.26122,-0.4732071,-4.135076,-10.25226,-0.3125259
-3.996772,-10.18523,-0.4342916,-4.19426,-10.26121,-0.4730707,-4.134933,-10.25227,-0.312405
-3.996838,-10.18533,-0.4340849,-4.194052,-10.26138,-0.47291,-4.134904,-10.25227,-0.3124262
-3.996771,-10.18525,-0.4340227,-4.194117,-10.26131,-0.4726926,-4.135001,-10.25204,-0.3123518
-3.996821,-10.18533,-0.4341419,-4.194176,-10.26143,-0.4729184,-4.134995,-10.25223,-0.3124119
-3.99676,-10.18535,-0.434154,-4.194164,-10.2615,-0.4727989,-4.134926,-10.25241,-0.3121582
-3.99671,-10.18531,-0.4340975,-4.194074,-10.26159,-0.4726368,-4.134889,-10.25216,-0.3124248
-3.996797,-10.18526,-0.4339883,-4.194118,-10.2615,-0.4725605,-4.13502,-10.25199,-0.3123258
-3.996672,-10.1853,-0.4339943,-4.194025,-10.26172,-0.472797,-4.134836,-10.25227,-0.312472
-3.996791,-10.18535,-0.4343207,-4.194057,-10.26179,-0.4728991,-4.134885,-10.25235,-0.3124858
-3.996868,-10.18534,-0.4342158,-4.194017,-10.26189,-0.4728023,-4.134935,-10.25221,-0.3123823
-3.99682,-10.18525,-0.4341238,-4.194064,-10.26181,-0.4728161,-4.134899,-10.25213,-0.3124119
-3.996731,-10.18517,-0.4342263,-4.194154,-10.26182,-0.4729577,-4.13489,-10.25214,-0.3123704
-3.996885,-10.1852,-0.434031,-4.19436,-10.2616,-0.4730493,-4.135044,-10.25206,-0.3123015
-3.996902,-10.18519,-0.4343567,-4.194454,-10.26172,-0.4732281,-4.134953,-10.2522,-0.3120371
-3.996952,-10.18518,-0.4342422,-4.194363,-10.26153,-0.473075,-4.135086,-10.25195,-0.3123223
-3.99696,-10.18503,-0.4342301,-4.194311,-10.26126,-0.4729043,-4.135046,-10.25198,-0.3122708
-3.996913,-10.18504,-0.434233,-4.194272,-10.26132,-0.4730982,-4.135012,-10.25223,-0.3123604
-3.996815,-10.18502,-0.4345782,-4.194097,-10.2613,-0.4730011,-4.134847,-10.2523,-0.3123018
-3.996875,-10.18503,-0.4345615,-4.194055,-10.26124,-0.4729825,-4.134995,-10.25234,-0.3123223
-3.996942,-10.18502,-0.4346464,-4.194069,-10.26113,-0.473092,-4.135062,-10.25248,-0.3120848
-3.996904,-10.18497,-0.4346499,-4.194203,-10.26085,-0.4733149,-4.135054,-10.25222,-0.3123451
-3.996939,-10.18501,-0.4346206,-4.194289,-10.26079,-0.4736627,-4.135135,-10.25215,-0.3122491
-3.996822,-10.18501,-0.4346526,-4.194079,-10.26091,-0.4738559,-4.134937,-10.2521,-0.3122412
-3.996866,-10.18499,-0.4346189,-4.194131,-10.2609,-0.4738671,-4.135038,-10.25223,-0.3122762
-3.996865,-10.18505,-0.4350579,-4.194066,-10.26101,-0.4739281,-4.134954,-10.25245,-0.3123587
-3.996904,-10.18513,-0.434881,-4.194052,-10.26097,-0.474044,-4.135075,-10.25228,-0.312287
-3.996845,-10.18505,-0.4348171,-4.194176,-10.26082,-0.4738282,-4.135094,-10.25229,-0.3122784
-3.996774,-10.18504,-0.4347875,-4.194045,-10.26084,-0.4736682,-4.134894,-10.25235,-0.3121792
-3.996821,-10.18508,-0.4346802,-4.194102,-10.26081,-0.4737979,-4.135001,-10.25243,-0.3121604
-3.996818,-10.18509,-0.4347622,-4.194095,-10.26078,-0.4738289,-4.135048,-10.25253,-0.312234
-3.996965,-10.18515,-0.4348199,-4.194151,-10.26095,-0.473837,-4.135038,-10.25234,-0.3119737
-3.996854,-10.18511,-0.4346282,-4.194126,-10.26086,-0.4735638,-4.135047,-10.25233,-0.3119005
-3.996854,-10.1851,-0.4345865,-4.194121,-10.26094,-0.4734322,-4.13502,-10.2525,-0.3118752
-3.99684,-10.18517,-0.4346704,-4.194157,-10.26118,-0.4735638,-4.135055,-10.25277,-0.3118812
-3.996852,-10.1852,-0.4346998,-4.194137,-10.26118,-0.4735667,-4.134995,-10.25277,-0.3119823
-3.996821,-10.18531,-0.4347451,-4.194061,-10.26125,-0.4735585,-4.134983,-10.25284,-0.3119947
-3.996871,-10.18535,-0.4345763,-4.194202,-10.26112,-0.4734198,-4.135082,-10.25268,-0.3118402
-3.996659,-10.18537,-0.4346213,-4.194079,-10.26137,-0.4733101,-4.134892,-10.25283,-0.3118306
