Position_HeadSet_x,Position_HeadSet_y,Position_HeadSet_z,Position_Right_x,Position_Right_y,Position_Right_z,Position_Left_x,Position_Left_y,Position_Left_z,E,R,A
-4.05376,-10.17828,-0.444782,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,(-0.91, -10.31, 1.09),(-0.91, -9.96, -1.06),(-1.42, -9.52, -0.63),
-4.053915,-10.17832,-0.4448164,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,(-0.91, -10.30, 1.09),(-0.91, -9.97, -1.06),(-1.42, -9.51, -0.63),
-4.053799,-10.1782,-0.4449897,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,(-0.91, -10.30, 1.09),(-0.91, -9.97, -1.06),(-1.42, -9.51, -0.63),
-4.053879,-10.17823,-0.4450243,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,(-0.91, -10.30, 1.09),(-0.91, -9.97, -1.06),(-1.42, -9.51, -0.63),
-4.05388,-10.17825,-0.4449074,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,(-0.91, -10.31, 1.09),(-0.91, -9.97, -1.06),(-1.42, -9.51, -0.63),
-4.053804,-10.17812,-0.4449952,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,(-0.91, -10.31, 1.09),(-0.91, -9.97, -1.06),(-1.42, -9.51, -0.63),
-4.053794,-10.17802,-0.4454064,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,(-0.91, -10.31, 1.09),(-0.91, -9.96, -1.06),(-1.42, -9.51, -0.63),
-4.053729,-10.17793,-0.4454339,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,(-0.91, -10.31, 1.09),(-0.91, -9.96, -1.06),(-1.42, -9.51, -0.63),
-4.053801,-10.1779,-0.4453301,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,(-0.91, -10.31, 1.09),(-0.91, -9.96, -1.06),(-1.42, -9.51, -0.63),
-4.053802,-10.1779,-0.4453514,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,(-0.91, -10.31, 1.09),(-0.91, -9.96, -1.06),(-1.42, -9.51, -0.63),
-4.0538,-10.17782,-0.4453347,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,(-0.91, -10.31, 1.09),(-0.91, -9.96, -1.06),(-1.42, -9.51, -0.63),
-4.053835,-10.17779,-0.4453399,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,(-0.91, -10.31, 1.09),(-0.91, -9.96, -1.06),(-1.42, -9.51, -0.63),
-4.053842,-10.17772,-0.4456046,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,(-0.91, -10.31, 1.09),(-0.91, -9.96, -1.06),(-1.42, -9.51, -0.63),
-4.053833,-10.1777,-0.4456761,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,(-0.91, -10.31, 1.09),(-0.91, -9.96, -1.06),(-1.42, -9.52, -0.63),
-4.053839,-10.17779,-0.445456,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,(-0.91, -10.32, 1.09),(-0.91, -9.96, -1.06),(-1.42, -9.52, -0.63),
-4.053861,-10.17776,-0.4455545,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,(-0.91, -10.32, 1.09),(-0.91, -9.96, -1.06),(-1.42, -9.52, -0.63),
-4.053831,-10.17768,-0.4456656,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,(-0.91, -10.32, 1.09),(-0.91, -9.96, -1.06),(-1.42, -9.52, -0.63),
-4.053816,-10.17768,-0.4457431,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,(-0.91, -10.32, 1.09),(-0.91, -9.96, -1.06),(-1.42, -9.52, -0.63),
-4.053808,-10.17768,-0.4457223,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,(-0.91, -10.32, 1.09),(-0.91, -9.95, -1.06),(-1.42, -9.52, -0.63),
