-1.217411,-11.01,0.007724524,-0.9674108,-10.01,0.007724524,-1.467411,-10.01,0.007724524
-4.027011,-10.191,-0.4184463,-0.9674108,-10.01,0.007724524,-1.467411,-10.01,0.007724524
-4.027018,-10.1905,-0.4194601,-4.192418,-10.23538,-0.5091904,-4.138077,-10.24335,-0.3396074
-4.027029,-10.19033,-0.4197197,-4.192383,-10.23545,-0.5088385,-4.13798,-10.24295,-0.3400666
-4.026963,-10.1902,-0.4198403,-4.192432,-10.23522,-0.5095764,-4.138172,-10.2432,-0.3393298
-4.027013,-10.19023,-0.4198053,-4.19241,-10.2351,-0.5100485,-4.138254,-10.24275,-0.3402416
-4.027006,-10.19039,-0.4195676,-4.192234,-10.23512,-0.5102259,-4.137964,-10.24275,-0.3403522
-4.027038,-10.19035,-0.4195297,-4.192378,-10.23471,-0.5101107,-4.138023,-10.24295,-0.3396894
-4.027032,-10.19034,-0.4197741,-4.192562,-10.23469,-0.5101794,-4.137968,-10.24267,-0.3403159
-4.027007,-10.19019,-0.420007,-4.192429,-10.23489,-0.5097872,-4.138095,-10.24235,-0.3408624
-4.027042,-10.19018,-0.4199424,-4.192346,-10.235,-0.5095931,-4.138064,-10.24209,-0.341128
-4.027002,-10.19034,-0.4198234,-4.19235,-10.23525,-0.5095114,-4.138044,-10.24217,-0.3413178
-4.02697,-10.19012,-0.419944,-4.192312,-10.23527,-0.5094672,-4.138047,-10.24207,-0.3413979
-4.026962,-10.19003,-0.4198177,-4.192358,-10.23514,-0.509324,-4.137969,-10.24241,-0.3409048
-4.026982,-10.19004,-0.4198968,-4.19235,-10.23532,-0.5093752,-4.138036,-10.24197,-0.3417312
-4.026985,-10.19,-0.4199529,-4.192408,-10.23523,-0.5092989,-4.138015,-10.24192,-0.3418828
-4.027009,-10.19,-0.4201057,-4.192511,-10.23537,-0.5093364,-4.138031,-10.24196,-0.3419067
-4.026963,-10.18991,-0.4201443,-4.192462,-10.23535,-0.5091652,-4.137989,-10.24221,-0.3411046
-4.027002,-10.18987,-0.4203384,-4.192458,-10.23547,-0.509102,-4.137963,-10.24191,-0.341705
-4.027009,-10.18981,-0.4204898,-4.192324,-10.2355,-0.5088643,-4.137978,-10.24202,-0.3418025
-4.026938,-10.18972,-0.4206824,-4.192311,-10.23553,-0.5091754,-4.137875,-10.24202,-0.3417953
-4.026972,-10.18971,-0.4208448,-4.192165,-10.23555,-0.5091602,-4.137918,-10.24205,-0.341972
-4.026958,-10.18962,-0.4208293,-4.19224,-10.2358,-0.5092522,-4.137926,-10.24187,-0.3419009
-4.026927,-10.1896,-0.4208691,-4.192278,-10.23573,-0.5089554,-4.137938,-10.24185,-0.3419181
-4.027036,-10.18955,-0.4208801,-4.192418,-10.23563,-0.5088497,-4.13809,-10.24175,-0.3419758
-4.027078,-10.18945,-0.4209197,-4.192452,-10.23554,-0.5088269,-4.138082,-10.24173,-0.3418399
-4.027003,-10.18945,-0.4209878,-4.192344,-10.2355,-0.5088974,-4.137942,-10.24176,-0.3418475
-4.027054,-10.18948,-0.4210265,-4.192457,-10.23567,-0.5087887,-4.138063,-10.24183,-0.3418866
-4.02705,-10.18953,-0.420855,-4.192464,-10.23573,-0.5088731,-4.138095,-10.24174,-0.3420264
-4.026966,-10.1897,-0.4206383,-4.1924,-10.2357,-0.5086442,-4.137918,-10.24225,-0.3412312
-4.026957,-10.1897,-0.4207609,-4.192255,-10.23588,-0.5088121,-4.137998,-10.24239,-0.3412939
-4.026917,-10.18965,-0.4207857,-4.192247,-10.23584,-0.5087315,-4.137968,-10.24193,-0.3419598
-4.027065,-10.18959,-0.4210851,-4.1925,-10.23586,-0.5088145,-4.138067,-10.24193,-0.3420664
-4.02702,-10.18958,-0.4212146,-4.192358,-10.236,-0.5087587,-4.137955,-10.24189,-0.3422133
-4.027059,-10.18953,-0.4212401,-4.192429,-10.23592,-0.5087224,-4.138047,-10.24179,-0.3422037
-4.027002,-10.18956,-0.4211435,-4.192351,-10.23591,-0.5085841,-4.137996,-10.24174,-0.3421756
-4.027048,-10.18959,-0.4210756,-4.192465,-10.2359,-0.5085555,-4.138103,-10.24174,-0.3420945
-4.027055,-10.1897,-0.420923,-4.192436,-10.23589,-0.5085915,-4.138036,-10.24177,-0.3421141
-4.027047,-10.18968,-0.4206219,-4.192403,-10.23589,-0.5082985,-4.13804,-10.2416,-0.3419963
-4.027033,-10.18963,-0.4207175,-4.192385,-10.23594,-0.508195,-4.138053,-10.24178,-0.3419768
-4.027061,-10.18978,-0.4203992,-4.192421,-10.23603,-0.5083739,-4.138133,-10.2422,-0.3412367
-4.027097,-10.18964,-0.4207337,-4.192533,-10.23604,-0.5084544,-4.138191,-10.24184,-0.3420645
-4.02703,-10.18965,-0.4205585,-4.192428,-10.23597,-0.5082909,-4.138069,-10.24181,-0.3419338
-4.026999,-10.18981,-0.4202511,-4.192429,-10.236,-0.5082127,-4.138102,-10.24185,-0.3420068
-4.02709,-10.18965,-0.4206016,-4.192521,-10.23596,-0.5084239,-4.138045,-10.24229,-0.341355
-4.027007,-10.18964,-0.4206326,-4.192397,-10.23593,-0.508433,-4.13796,-10.24181,-0.3419892
-4.026946,-10.18985,-0.4203312,-4.192377,-10.23597,-0.5083715,-4.137936,-10.24222,-0.3413168
-4.027002,-10.18985,-0.4203949,-4.192389,-10.2361,-0.5083166,-4.138012,-10.24257,-0.3406354
-4.026981,-10.18964,-0.4205642,-4.192406,-10.23584,-0.5083219,-4.137892,-10.24256,-0.3406187
-4.026937,-10.1896,-0.4207249,-4.19231,-10.2359,-0.5085388,-4.137859,-10.24222,-0.3413528
-4.026934,-10.18979,-0.4204171,-4.192282,-10.23595,-0.5085157,-4.138021,-10.2423,-0.3414844
-4.027036,-10.18998,-0.4203699,-4.19246,-10.23614,-0.5085245,-4.138104,-10.24257,-0.3409482
-4.027013,-10.18978,-0.4205749,-4.192454,-10.23603,-0.5082811,-4.138052,-10.24199,-0.341575
-4.027061,-10.18976,-0.4205184,-4.192461,-10.236,-0.5082208,-4.138105,-10.24198,-0.3414441
-4.027003,-10.18997,-0.420269,-4.192488,-10.23603,-0.5081536,-4.138006,-10.24202,-0.3414949
-4.027004,-10.18982,-0.4204569,-4.192372,-10.23599,-0.5083266,-4.138055,-10.24238,-0.340804
-4.027074,-10.18985,-0.4204736,-4.192476,-10.23593,-0.5084342,-4.138087,-10.24202,-0.3414994
-4.027094,-10.18985,-0.4204016,-4.192479,-10.23583,-0.508428,-4.138071,-10.24205,-0.3413597
-4.027068,-10.19004,-0.420157,-4.192512,-10.23585,-0.5083514,-4.138064,-10.24207,-0.3413965
-4.027052,-10.18988,-0.4203353,-4.19249,-10.23575,-0.5083886,-4.138088,-10.24244,-0.3408014
-4.027025,-10.18987,-0.4202449,-4.192438,-10.23574,-0.508371,-4.138113,-10.24196,-0.3415152
-4.02705,-10.18992,-0.420284,-4.192434,-10.23576,-0.5083162,-4.138175,-10.24202,-0.3416706
-4.026966,-10.19009,-0.4201043,-4.192476,-10.23582,-0.5085641,-4.138471,-10.2527,-0.3244425
-4.026958,-10.18991,-0.4202776,-4.192341,-10.23594,-0.5086762,-4.138393,-10.25245,-0.3247367
-4.02699,-10.18993,-0.4203753,-4.192369,-10.23601,-0.5087453,-4.138359,-10.25224,-0.3254172
-4.026958,-10.18997,-0.4202516,-4.192354,-10.23609,-0.5087405,-4.138314,-10.25189,-0.3255786
-4.026971,-10.19012,-0.4199603,-4.19231,-10.23581,-0.5087534,-4.138474,-10.25166,-0.3258616
-4.027044,-10.18996,-0.4203866,-4.19241,-10.23584,-0.5088583,-4.138408,-10.25137,-0.3263508
