Position_HeadSet_x,Position_HeadSet_y,Position_HeadSet_z,Position_Right_x,Position_Right_y,Position_Right_z,Position_Left_x,Position_Left_y,Position_Left_z,E_x,E_y,E_z,E_x,E_y,E_z,R_x,R_y,R_z,
-4.041008,-10.19294,-0.4086072,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40876,0.226,-0.404,-10.33539,0.226,0.1059999,-9.508684,-0.204,
-4.041113,-10.19299,-0.4084005,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40835,0.226,-0.404,-10.33588,0.226,0.1059999,-9.509346,-0.204,
-4.041003,-10.19319,-0.407877,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.4079,0.226,-0.404,-10.33633,0.226,0.1059999,-9.510021,-0.204,
-4.040958,-10.19298,-0.4081972,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40741,0.226,-0.404,-10.33675,0.226,0.1059999,-9.510707,-0.204,
-4.040987,-10.19308,-0.4082367,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40661,0.226,-0.404,-10.33729,0.226,0.1059999,-9.511748,-0.204,
-4.041019,-10.19308,-0.4084442,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40633,0.226,-0.404,-10.33745,0.226,0.1059999,-9.512097,-0.204,
-4.041085,-10.19306,-0.4086485,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40575,0.226,-0.404,-10.33774,0.226,0.1059999,-9.512794,-0.204,
-4.041134,-10.19305,-0.4084926,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40514,0.226,-0.404,-10.33798,0.226,0.1059999,-9.51349,-0.204,
-4.041106,-10.19332,-0.4079273,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40452,0.226,-0.404,-10.33818,0.226,0.1059999,-9.514179,-0.204,
-4.041036,-10.19301,-0.4081004,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40387,0.226,-0.404,-10.33833,0.226,0.1059999,-9.514858,-0.204,
-4.041015,-10.19293,-0.4081461,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.4032,0.226,-0.404,-10.33843,0.226,0.1059999,-9.515525,-0.204,
-4.04108,-10.19289,-0.4082737,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40252,0.226,-0.404,-10.33848,0.226,0.1059999,-9.516174,-0.204,
-4.041068,-10.19287,-0.4084086,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40183,0.226,-0.404,-10.33849,0.226,0.1059999,-9.516806,-0.204,
-4.041076,-10.19285,-0.4085243,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40114,0.226,-0.404,-10.33844,0.226,0.1059999,-9.517414,-0.204,
-4.041127,-10.19282,-0.4084456,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40044,0.226,-0.404,-10.33835,0.226,0.1059999,-9.517998,-0.204,
-4.041154,-10.19284,-0.4082062,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40009,0.226,-0.404,-10.33829,0.226,0.1059999,-9.518279,-0.204,
-4.04109,-10.19304,-0.4077287,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.3994,0.226,-0.404,-10.33812,0.226,0.1059999,-9.51882,-0.204,
-4.041117,-10.1928,-0.4082763,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39836,0.226,-0.404,-10.33779,0.226,0.1059999,-9.519568,-0.204,
-4.041126,-10.19279,-0.4083436,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39769,0.226,-0.404,-10.33751,0.226,0.1059999,-9.520023,-0.204,
-4.041161,-10.19278,-0.4085381,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39703,0.226,-0.404,-10.33719,0.226,0.1059999,-9.520441,-0.204,
-4.041242,-10.19276,-0.4085982,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39638,0.226,-0.404,-10.33682,0.226,0.1059999,-9.520818,-0.204,
-4.041192,-10.19266,-0.4087827,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39576,0.226,-0.404,-10.33641,0.226,0.1059999,-9.521153,-0.204,
-4.041107,-10.19258,-0.4087505,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39515,0.226,-0.404,-10.33597,0.226,0.1059999,-9.521444,-0.204,
-4.041043,-10.19253,-0.4087751,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39486,0.226,-0.404,-10.33573,0.226,0.1059999,-9.521574,-0.204,
-4.040963,-10.19248,-0.4088323,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.3943,0.226,-0.404,-10.33523,0.226,0.1059999,-9.521797,-0.204,
-4.04105,-10.19246,-0.4088247,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39377,0.226,-0.404,-10.3347,0.226,0.1059999,-9.521975,-0.204,
-4.041069,-10.19245,-0.4088502,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39327,0.226,-0.404,-10.33414,0.226,0.1059999,-9.522104,-0.204,
-4.041113,-10.19248,-0.4088778,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39281,0.226,-0.404,-10.33355,0.226,0.1059999,-9.522185,-0.204,
-4.04108,-10.19244,-0.4089167,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39259,0.226,-0.404,-10.33325,0.226,0.1059999,-9.522208,-0.204,
-4.04101,-10.19249,-0.4089434,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.392,0.226,-0.404,-10.3323,0.226,0.1059999,-9.522202,-0.204,
-4.04097,-10.1925,-0.4090192,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39165,0.226,-0.404,-10.33165,0.226,0.1059999,-9.522139,-0.204,
-4.041015,-10.19257,-0.4089179,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39135,0.226,-0.404,-10.33098,0.226,0.1059999,-9.522026,-0.204,
-4.041039,-10.19283,-0.4085424,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39109,0.226,-0.404,-10.33029,0.226,0.1059999,-9.521865,-0.204,
-4.041059,-10.19259,-0.408932,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39088,0.226,-0.404,-10.3296,0.226,0.1059999,-9.521658,-0.204,
-4.041141,-10.19266,-0.4087968,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39072,0.226,-0.404,-10.32891,0.226,0.1059999,-9.521404,-0.204,
-4.041122,-10.19263,-0.4087844,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.3906,0.226,-0.404,-10.32821,0.226,0.1059999,-9.521106,-0.204,
-4.041111,-10.19273,-0.4086962,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39054,0.226,-0.404,-10.32751,0.226,0.1059999,-9.520764,-0.204,
-4.041067,-10.19272,-0.4085093,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39052,0.226,-0.404,-10.32648,0.226,0.1059999,-9.520174,-0.204,
-4.041049,-10.193,-0.408134,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39058,0.226,-0.404,-10.3258,0.226,0.1059999,-9.519732,-0.204,
-4.04107,-10.19272,-0.4086554,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39068,0.226,-0.404,-10.32514,0.226,0.1059999,-9.519254,-0.204,
-4.041021,-10.19268,-0.4088461,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39083,0.226,-0.404,-10.32449,0.226,0.1059999,-9.518741,-0.204,
-4.041023,-10.19288,-0.408582,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39103,0.226,-0.404,-10.32386,0.226,0.1059999,-9.518196,-0.204,
-4.041038,-10.19287,-0.4082222,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39127,0.226,-0.404,-10.32325,0.226,0.1059999,-9.517622,-0.204,
-4.041043,-10.19263,-0.4085686,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39156,0.226,-0.404,-10.32267,0.226,0.1059999,-9.517022,-0.204,
-4.041025,-10.19289,-0.4081943,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39189,0.226,-0.404,-10.32212,0.226,0.1059999,-9.516398,-0.204,
-4.041076,-10.19295,-0.4083664,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39227,0.226,-0.404,-10.32159,0.226,0.1059999,-9.515755,-0.204,
-4.041101,-10.19265,-0.4087443,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39268,0.226,-0.404,-10.32111,0.226,0.1059999,-9.515093,-0.204,
-4.041119,-10.1929,-0.4084215,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39313,0.226,-0.404,-10.32065,0.226,0.1059999,-9.514418,-0.204,
-4.041132,-10.19297,-0.4081881,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39362,0.226,-0.404,-10.32024,0.226,0.1059999,-9.513732,-0.204,
-4.04107,-10.19273,-0.4083548,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39414,0.226,-0.404,-10.31987,0.226,0.1059999,-9.513039,-0.204,
-4.041024,-10.19278,-0.4084537,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.3947,0.226,-0.404,-10.31953,0.226,0.1059999,-9.512341,-0.204,
-4.04108,-10.19305,-0.4081814,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39528,0.226,-0.404,-10.31925,0.226,0.1059999,-9.511644,-0.204,
-4.041075,-10.19281,-0.408639,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39589,0.226,-0.404,-10.319,0.226,0.1059999,-9.510949,-0.204,
-4.041097,-10.19304,-0.4083383,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39652,0.226,-0.404,-10.31881,0.226,0.1059999,-9.51026,-0.204,
-4.041157,-10.19285,-0.4089081,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39716,0.226,-0.404,-10.31866,0.226,0.1059999,-9.509581,-0.204,
-4.041118,-10.19282,-0.4086664,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39783,0.226,-0.404,-10.31855,0.226,0.1059999,-9.508914,-0.204,
-4.041107,-10.1931,-0.408191,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39851,0.226,-0.404,-10.3185,0.226,0.1059999,-9.508265,-0.204,
-4.041021,-10.19279,-0.4085257,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.3992,0.226,-0.404,-10.3185,0.226,0.1059999,-9.507633,-0.204,
-4.041,-10.19275,-0.4086592,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39989,0.226,-0.404,-10.31854,0.226,0.1059999,-9.507025,-0.204,
-4.040959,-10.19285,-0.4086139,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40059,0.226,-0.404,-10.31863,0.226,0.1059999,-9.506441,-0.204,
-4.041016,-10.19261,-0.4091334,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40129,0.226,-0.404,-10.31877,0.226,0.1059999,-9.505886,-0.204,
-4.041112,-10.19266,-0.4090745,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40163,0.226,-0.404,-10.31886,0.226,0.1059999,-9.505619,-0.204,
-4.041052,-10.19287,-0.4087331,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40267,0.226,-0.404,-10.3192,0.226,0.1059999,-9.50487,-0.204,
-4.04096,-10.19258,-0.4089687,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40334,0.226,-0.404,-10.31948,0.226,0.1059999,-9.504416,-0.204,
-4.040977,-10.19264,-0.4088323,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40401,0.226,-0.404,-10.3198,0.226,0.1059999,-9.503998,-0.204,
-4.041082,-10.19285,-0.4084797,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40465,0.226,-0.404,-10.32017,0.226,0.1059999,-9.503621,-0.204,
-4.041151,-10.19259,-0.4089997,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40497,0.226,-0.404,-10.32036,0.226,0.1059999,-9.503448,-0.204,
-4.041096,-10.19252,-0.408988,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40558,0.226,-0.404,-10.32079,0.226,0.1059999,-9.503135,-0.204,
-4.041107,-10.19248,-0.4090354,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40617,0.226,-0.404,-10.32125,0.226,0.1059999,-9.502865,-0.204,
-4.041024,-10.19251,-0.4089029,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40673,0.226,-0.404,-10.32175,0.226,0.1059999,-9.502642,-0.204,
-4.041007,-10.19279,-0.4083331,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40726,0.226,-0.404,-10.32228,0.226,0.1059999,-9.502464,-0.204,
-4.041008,-10.19252,-0.4086933,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40776,0.226,-0.404,-10.32285,0.226,0.1059999,-9.502335,-0.204,
-4.04108,-10.19247,-0.4089606,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40822,0.226,-0.404,-10.32344,0.226,0.1059999,-9.502254,-0.204,
-4.04109,-10.19271,-0.4087322,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40865,0.226,-0.404,-10.32405,0.226,0.1059999,-9.50222,-0.204,
-4.04106,-10.19239,-0.4091368,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40903,0.226,-0.404,-10.32469,0.226,0.1059999,-9.502236,-0.204,
-4.041038,-10.19238,-0.4090574,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40938,0.226,-0.404,-10.32534,0.226,0.1059999,-9.5023,-0.204,
-4.041049,-10.19233,-0.4090135,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40981,0.226,-0.404,-10.32635,0.226,0.1059999,-9.502487,-0.204,
-4.041079,-10.19234,-0.4089196,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.41005,0.226,-0.404,-10.32704,0.226,0.1059999,-9.502672,-0.204,
-4.041048,-10.19257,-0.4087422,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.41031,0.226,-0.404,-10.32808,0.226,0.1059999,-9.503035,-0.204,
-4.041085,-10.1923,-0.4092567,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.41043,0.226,-0.404,-10.32878,0.226,0.1059999,-9.503333,-0.204,
-4.04112,-10.19237,-0.4093175,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.4105,0.226,-0.404,-10.32947,0.226,0.1059999,-9.503675,-0.204,
-4.041121,-10.19264,-0.40886,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.41051,0.226,-0.404,-10.33016,0.226,0.1059999,-9.504058,-0.204,
-4.041109,-10.19234,-0.409183,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.41049,0.226,-0.404,-10.33085,0.226,0.1059999,-9.504481,-0.204,
-4.041137,-10.19234,-0.4091098,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.41041,0.226,-0.404,-10.33152,0.226,0.1059999,-9.504942,-0.204,
-4.041132,-10.19258,-0.4088128,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.41028,0.226,-0.404,-10.33218,0.226,0.1059999,-9.505438,-0.204,
-4.041169,-10.1923,-0.4092438,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.41011,0.226,-0.404,-10.33282,0.226,0.1059999,-9.505967,-0.204,
-4.041119,-10.1925,-0.4090445,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.41,0.226,-0.404,-10.33313,0.226,0.1059999,-9.506243,-0.204,
-4.04112,-10.19223,-0.4095044,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40976,0.226,-0.404,-10.33374,0.226,0.1059999,-9.506817,-0.204,
-4.041137,-10.1922,-0.4094455,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40947,0.226,-0.404,-10.33432,0.226,0.1059999,-9.507417,-0.204,
-4.041106,-10.19246,-0.4090626,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40914,0.226,-0.404,-10.33487,0.226,0.1059999,-9.50804,-0.204,
-4.041155,-10.19216,-0.409528,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40876,0.226,-0.404,-10.33539,0.226,0.1059999,-9.508684,-0.204,
-4.041117,-10.19217,-0.4094384,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40835,0.226,-0.404,-10.33588,0.226,0.1059999,-9.509346,-0.204,
-4.041049,-10.19245,-0.409157,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.4079,0.226,-0.404,-10.33633,0.226,0.1059999,-9.510021,-0.204,
-4.041053,-10.1922,-0.4096406,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40741,0.226,-0.404,-10.33675,0.226,0.1059999,-9.510707,-0.204,
-4.041049,-10.19225,-0.4095294,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40689,0.226,-0.404,-10.33712,0.226,0.1059999,-9.5114,-0.204,
-4.041063,-10.19255,-0.409127,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40633,0.226,-0.404,-10.33745,0.226,0.1059999,-9.512097,-0.204,
-4.041048,-10.19226,-0.4094362,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40575,0.226,-0.404,-10.33774,0.226,0.1059999,-9.512794,-0.204,
-4.041079,-10.19233,-0.4094052,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40514,0.226,-0.404,-10.33798,0.226,0.1059999,-9.51349,-0.204,
-4.040991,-10.19235,-0.4093108,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40452,0.226,-0.404,-10.33818,0.226,0.1059999,-9.514179,-0.204,
-4.040992,-10.19232,-0.4094162,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40387,0.226,-0.404,-10.33833,0.226,0.1059999,-9.514858,-0.204,
-4.041003,-10.19237,-0.4092505,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.4032,0.226,-0.404,-10.33843,0.226,0.1059999,-9.515525,-0.204,
-4.041002,-10.19236,-0.4092789,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40252,0.226,-0.404,-10.33848,0.226,0.1059999,-9.516174,-0.204,
-4.041033,-10.19243,-0.4090285,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40218,0.226,-0.404,-10.33849,0.226,0.1059999,-9.516493,-0.204,
-4.041049,-10.19248,-0.4090612,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40149,0.226,-0.404,-10.33847,0.226,0.1059999,-9.517113,-0.204,
-4.041051,-10.19247,-0.4090474,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40079,0.226,-0.404,-10.3384,0.226,0.1059999,-9.51771,-0.204,
-4.041076,-10.19256,-0.408982,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.40009,0.226,-0.404,-10.33829,0.226,0.1059999,-9.518279,-0.204,
-4.04106,-10.19254,-0.4089797,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.3994,0.226,-0.404,-10.33812,0.226,0.1059999,-9.51882,-0.204,
-4.041071,-10.19251,-0.4090283,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39836,0.226,-0.404,-10.33779,0.226,0.1059999,-9.519568,-0.204,
-4.04105,-10.19255,-0.408778,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39802,0.226,-0.404,-10.33766,0.226,0.1059999,-9.519801,-0.204,
-4.041025,-10.19253,-0.4087908,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39703,0.226,-0.404,-10.33719,0.226,0.1059999,-9.520441,-0.204,
-4.041028,-10.1925,-0.4087672,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39638,0.226,-0.404,-10.33682,0.226,0.1059999,-9.520818,-0.204,
-4.041017,-10.19242,-0.4089234,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39607,0.226,-0.404,-10.33662,0.226,0.1059999,-9.52099,-0.204,
-4.041018,-10.19249,-0.4088356,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39545,0.226,-0.404,-10.3362,0.226,0.1059999,-9.521304,-0.204,
-4.041041,-10.19246,-0.4088662,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39486,0.226,-0.404,-10.33573,0.226,0.1059999,-9.521574,-0.204,
-4.041059,-10.1925,-0.4089167,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39403,0.226,-0.404,-10.33497,0.226,0.1059999,-9.521893,-0.204,
-4.04104,-10.1926,-0.4087493,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39352,0.226,-0.404,-10.33442,0.226,0.1059999,-9.522045,-0.204,
-4.041039,-10.19263,-0.408704,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39303,0.226,-0.404,-10.33385,0.226,0.1059999,-9.522151,-0.204,
-4.041018,-10.19263,-0.4087493,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39238,0.226,-0.404,-10.33294,0.226,0.1059999,-9.522219,-0.204,
-4.041007,-10.19266,-0.4087007,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.392,0.226,-0.404,-10.3323,0.226,0.1059999,-9.522202,-0.204,
-4.041009,-10.19273,-0.4086914,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39165,0.226,-0.404,-10.33165,0.226,0.1059999,-9.522139,-0.204,
-4.040998,-10.19274,-0.4086335,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39122,0.226,-0.404,-10.33064,0.226,0.1059999,-9.521952,-0.204,
-4.04103,-10.19276,-0.4086473,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39098,0.226,-0.404,-10.32995,0.226,0.1059999,-9.521767,-0.204,
-4.041028,-10.19267,-0.4087679,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39079,0.226,-0.404,-10.32926,0.226,0.1059999,-9.521537,-0.204,
-4.04109,-10.19274,-0.4086816,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39065,0.226,-0.404,-10.32856,0.226,0.1059999,-9.52126,-0.204,
-4.041077,-10.19274,-0.4086626,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39056,0.226,-0.404,-10.32786,0.226,0.1059999,-9.52094,-0.204,
-4.041098,-10.19276,-0.4087229,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39052,0.226,-0.404,-10.32717,0.226,0.1059999,-9.520577,-0.204,
-4.041123,-10.19275,-0.4086645,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39052,0.226,-0.404,-10.32648,0.226,0.1059999,-9.520174,-0.204,
-4.041108,-10.19269,-0.4086297,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39058,0.226,-0.404,-10.3258,0.226,0.1059999,-9.519732,-0.204,
-4.041065,-10.19299,-0.4082873,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39068,0.226,-0.404,-10.32514,0.226,0.1059999,-9.519254,-0.204,
-4.041117,-10.19276,-0.4086869,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39083,0.226,-0.404,-10.32449,0.226,0.1059999,-9.518741,-0.204,
-4.041096,-10.19303,-0.4082401,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39103,0.226,-0.404,-10.32386,0.226,0.1059999,-9.518196,-0.204,
-4.041108,-10.19279,-0.408673,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39127,0.226,-0.404,-10.32325,0.226,0.1059999,-9.517622,-0.204,
-4.041006,-10.19277,-0.4085069,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39156,0.226,-0.404,-10.32267,0.226,0.1059999,-9.517022,-0.204,
-4.041001,-10.19276,-0.4085605,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39189,0.226,-0.404,-10.32212,0.226,0.1059999,-9.516398,-0.204,
-4.040946,-10.19277,-0.4085176,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39227,0.226,-0.404,-10.32159,0.226,0.1059999,-9.515755,-0.204,
-4.040946,-10.19285,-0.4083798,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39268,0.226,-0.404,-10.32111,0.226,0.1059999,-9.515093,-0.204,
-4.040949,-10.19311,-0.4079506,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-2.444,-10.39313,0.226,-0.404,-10.32065,0.226,0.1059999,-9.514418,-0.204,
