-1.217411,-11.01,0.007724524,-0.9674108,-10.01,0.007724524,-1.467411,-10.01,0.007724524,
-4.041358,-10.19261,-0.4084589,-0.9674108,-10.01,0.007724524,-1.467411,-10.01,0.007724524,
-4.041308,-10.19224,-0.4087112,-1.217411,-11.01,0.007724524,-4.149741,-10.24417,-0.3268942,
-4.041313,-10.19232,-0.4089212,-1.217411,-11.01,0.007724524,-4.149665,-10.24442,-0.3271233,
-4.041283,-10.19226,-0.408766,-1.217411,-11.01,0.007724524,-4.149628,-10.24419,-0.3270222,
-4.041331,-10.19259,-0.4083323,-1.217411,-11.01,0.007724524,-4.14995,-10.24429,-0.3272716,
-4.041319,-10.19267,-0.4082885,-1.217411,-11.01,0.007724524,-4.14973,-10.24418,-0.327233,
-4.041337,-10.19268,-0.4081917,-1.217411,-11.01,0.007724524,-4.14986,-10.24438,-0.3272003,
-4.041285,-10.1925,-0.4084566,-1.217411,-11.01,0.007724524,-4.149859,-10.24403,-0.3275217,
-4.041254,-10.19261,-0.4082177,-1.217411,-11.01,0.007724524,-4.149717,-10.24394,-0.3275589,
-4.041264,-10.19237,-0.4086082,-1.217411,-11.01,0.007724524,-4.149645,-10.24388,-0.3276676,
-4.041387,-10.19245,-0.4083445,-1.217411,-11.01,0.007724524,-4.149765,-10.24374,-0.3276345,
-4.041407,-10.19272,-0.4078205,-1.217411,-11.01,0.007724524,-4.149695,-10.24362,-0.3278009,
-4.041411,-10.19235,-0.4085898,-1.217411,-11.01,0.007724524,-4.149636,-10.24389,-0.3279523,
-4.041404,-10.19237,-0.4086258,-1.217411,-11.01,0.007724524,-4.149705,-10.24385,-0.3278605,
-4.041391,-10.19234,-0.4086697,-1.217411,-11.01,0.007724524,-4.149693,-10.2438,-0.3277422,
Position_HeadSet_x,Position_HeadSet_y,Position_HeadSet_z,Position_Right_x,Position_Right_y,Position_Right_z,Position_Left_x,Position_Left_y,Position_Left_zE,R,A
-4.04144,-10.19242,-0.4086201,-1.217411,-11.01,0.007724524,-4.149756,-10.24384,-0.3277866,(0.11, -10.23, -1.06),(-0.40, -10.19, -0.63),(0.11, -9.69, 1.09),
-4.041412,-10.1924,-0.4086998,-1.217411,-11.01,0.007724524,-4.149734,-10.24387,-0.327757,(0.11, -10.23, -1.06),(-0.40, -10.19, -0.63),(0.11, -9.69, 1.09),
-4.04141,-10.19228,-0.4088242,-1.217411,-11.01,0.007724524,-4.149754,-10.24389,-0.3276297,(0.11, -10.23, -1.06),(-0.40, -10.19, -0.63),(0.11, -9.69, 1.09),
-4.041306,-10.1923,-0.4087737,-1.217411,-11.01,0.007724524,-4.149611,-10.24395,-0.3275825,(0.11, -10.23, -1.06),(-0.40, -10.19, -0.63),(0.11, -9.69, 1.09),
-4.041376,-10.19256,-0.40852,-1.217411,-11.01,0.007724524,-4.149693,-10.24405,-0.3275896,(0.11, -10.23, -1.06),(-0.40, -10.19, -0.63),(0.11, -9.69, 1.09),
-4.04138,-10.19254,-0.4082458,-1.217411,-11.01,0.007724524,-4.149699,-10.24389,-0.3272995,(0.11, -10.23, -1.06),(-0.40, -10.19, -0.63),(0.11, -9.69, 1.09),
-4.041371,-10.19236,-0.4085095,-1.217411,-11.01,0.007724524,-4.149782,-10.24392,-0.3272425,(0.11, -10.23, -1.06),(-0.40, -10.18, -0.63),(0.11, -9.69, 1.09),
-4.041289,-10.19224,-0.4086053,-1.217411,-11.01,0.007724524,-4.149606,-10.24393,-0.3271979,(0.11, -10.23, -1.06),(-0.40, -10.18, -0.63),(0.11, -9.68, 1.09),
-4.041389,-10.19223,-0.4085782,-1.217411,-11.01,0.007724524,-4.149738,-10.24383,-0.3272396,(0.11, -10.24, -1.06),(-0.40, -10.18, -0.63),(0.11, -9.68, 1.09),
-4.041345,-10.19221,-0.4084928,-1.217411,-11.01,0.007724524,-4.14972,-10.24382,-0.3271888,(0.11, -10.24, -1.06),(-0.40, -10.18, -0.63),(0.11, -9.68, 1.09),
-4.041315,-10.19216,-0.4086237,-1.217411,-11.01,0.007724524,-4.149652,-10.24386,-0.3273479,(0.11, -10.24, -1.06),(-0.40, -10.18, -0.63),(0.11, -9.68, 1.09),
-4.041323,-10.19217,-0.4086263,-1.217411,-11.01,0.007724524,-4.149552,-10.24393,-0.3273555,(0.11, -10.24, -1.06),(-0.40, -10.18, -0.63),(0.11, -9.68, 1.09),
-4.041355,-10.19221,-0.4086688,-1.217411,-11.01,0.007724524,-4.149561,-10.24404,-0.3273906,(0.11, -10.24, -1.06),(-0.40, -10.18, -0.63),(0.11, -9.68, 1.09),
-4.041404,-10.19218,-0.4088528,-1.217411,-11.01,0.007724524,-4.149757,-10.24416,-0.3274628,(0.11, -10.24, -1.06),(-0.40, -10.18, -0.63),(0.11, -9.68, 1.09),
-4.041463,-10.19218,-0.408854,-1.217411,-11.01,0.007724524,-4.149761,-10.2441,-0.3274583,(0.11, -10.24, -1.06),(-0.40, -10.18, -0.63),(0.11, -9.68, 1.09),
-4.041479,-10.19227,-0.4089997,-1.217411,-11.01,0.007724524,-4.149698,-10.24418,-0.3274876,(0.11, -10.24, -1.06),(-0.40, -10.18, -0.63),(0.11, -9.68, 1.09),
-4.041307,-10.19215,-0.4090602,-1.217411,-11.01,0.007724524,-4.149509,-10.24399,-0.3273195,(0.11, -10.24, -1.06),(-0.40, -10.18, -0.63),(0.11, -9.68, 1.09),
-4.041285,-10.19213,-0.4088223,-1.217411,-11.01,0.007724524,-4.149715,-10.24376,-0.3272187,(0.11, -10.24, -1.06),(-0.40, -10.18, -0.63),(0.11, -9.68, 1.09),
-4.041314,-10.19204,-0.4088252,-1.217411,-11.01,0.007724524,-4.149864,-10.24371,-0.3272141,(0.11, -10.24, -1.06),(-0.40, -10.18, -0.63),(0.11, -9.68, 1.09),
-4.04135,-10.19202,-0.4088304,-1.217411,-11.01,0.007724524,-4.149879,-10.24383,-0.3272949,(0.11, -10.24, -1.06),(-0.40, -10.18, -0.63),(0.11, -9.68, 1.09),
-4.041268,-10.19201,-0.4088604,-1.217411,-11.01,0.007724524,-4.149632,-10.24396,-0.3274051,(0.11, -10.24, -1.06),(-0.40, -10.18, -0.63),(0.11, -9.68, 1.09),
-4.041331,-10.19204,-0.4088764,-1.217411,-11.01,0.007724524,-4.149773,-10.24393,-0.3274933,(0.11, -10.24, -1.06),(-0.40, -10.18, -0.63),(0.11, -9.68, 1.09),
-4.041265,-10.19208,-0.4088192,-1.217411,-11.01,0.007724524,-4.149638,-10.24393,-0.3274976,(0.11, -10.24, -1.06),(-0.40, -10.18, -0.63),(0.11, -9.68, 1.09),
-4.041228,-10.1922,-0.4086835,-1.217411,-11.01,0.007724524,-4.149604,-10.24393,-0.327541,(0.11, -10.24, -1.06),(-0.40, -10.18, -0.63),(0.11, -9.68, 1.09),
-4.041211,-10.19197,-0.4092126,-1.217411,-11.01,0.007724524,-4.149558,-10.24394,-0.3275667,(0.11, -10.24, -1.06),(-0.40, -10.18, -0.63),(0.11, -9.68, 1.09),
-4.041228,-10.19205,-0.4092407,-1.217411,-11.01,0.007724524,-4.149566,-10.24412,-0.327262,(0.11, -10.24, -1.06),(-0.40, -10.18, -0.63),(0.11, -9.68, 1.09),
-4.041183,-10.19206,-0.4092393,-1.217411,-11.01,0.007724524,-4.149512,-10.24398,-0.3275377,(0.11, -10.24, -1.06),(-0.40, -10.18, -0.63),(0.11, -9.68, 1.09),
-4.041235,-10.19203,-0.4090817,-1.217411,-11.01,0.007724524,-4.149806,-10.24391,-0.327473,(0.11, -10.24, -1.06),(-0.40, -10.18, -0.63),(0.11, -9.68, 1.09),
-4.041235,-10.19209,-0.4089162,-1.217411,-11.01,0.007724524,-4.149777,-10.24376,-0.3273965,(0.11, -10.24, -1.06),(-0.40, -10.18, -0.63),(0.11, -9.68, 1.09),
-4.041258,-10.19212,-0.4089615,-1.217411,-11.01,0.007724524,-4.14985,-10.24375,-0.3273941,(0.11, -10.24, -1.06),(-0.40, -10.18, -0.63),(0.11, -9.68, 1.09),
