Position_HeadSet_x,Position_HeadSet_y,Position_HeadSet_z,Position_Right_x,Position_Right_y,Position_Right_z,Position_Left_x,Position_Left_y,Position_Left_z,E_x,E_y,E_z,V_x,V_y,V_z,R_x,R_y,R_z,
-4.041075,-10.19218,-0.4094648,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.56872,0.656,0.1059999,-10.13536,-0.204,-0.914,-9.73965,-1.064,
-4.04105,-10.19214,-0.4093597,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.56852,0.656,0.1059999,-10.13605,-0.204,-0.914,-9.740348,-1.064,
-4.041079,-10.19219,-0.409292,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.56828,0.656,0.1059999,-10.13674,-0.204,-0.914,-9.741042,-1.064,
-4.041128,-10.19226,-0.40925,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.56782,0.656,0.1059999,-10.13774,-0.204,-0.914,-9.742069,-1.064,
-4.041146,-10.19231,-0.4092209,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.56747,0.656,0.1059999,-10.13839,-0.204,-0.914,-9.742741,-1.064,
-4.041133,-10.19233,-0.4090309,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.56686,0.656,0.1059999,-10.13933,-0.204,-0.914,-9.743718,-1.064,
-4.041083,-10.19232,-0.4089642,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.5664,0.656,0.1059999,-10.13993,-0.204,-0.914,-9.744346,-1.064,
-4.041105,-10.19242,-0.4087915,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.56591,0.656,0.1059999,-10.14049,-0.204,-0.914,-9.74495,-1.064,
-4.041113,-10.19244,-0.4087441,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.56511,0.656,0.1059999,-10.14129,-0.204,-0.914,-9.745809,-1.064,
-4.041107,-10.19247,-0.4087145,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.56455,0.656,0.1059999,-10.14178,-0.204,-0.914,-9.746344,-1.064,
-4.041148,-10.19249,-0.4086077,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.56395,0.656,0.1059999,-10.14223,-0.204,-0.914,-9.746846,-1.064,
-4.041135,-10.19245,-0.4085438,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.56301,0.656,0.1059999,-10.14284,-0.204,-0.914,-9.747533,-1.064,
-4.041155,-10.19247,-0.4084289,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.56236,0.656,0.1059999,-10.1432,-0.204,-0.914,-9.747944,-1.064,
-4.041162,-10.1925,-0.4086616,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.5617,0.656,0.1059999,-10.14351,-0.204,-0.914,-9.748315,-1.064,
-4.04112,-10.19247,-0.4088349,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.56067,0.656,0.1059999,-10.14389,-0.204,-0.914,-9.748791,-1.064,
-4.04112,-10.19252,-0.408673,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.55998,0.656,0.1059999,-10.14409,-0.204,-0.914,-9.749052,-1.064,
-4.04113,-10.19255,-0.4086149,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.55928,0.656,0.1059999,-10.14424,-0.204,-0.914,-9.749269,-1.064,
-4.04106,-10.1925,-0.4085572,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.55859,0.656,0.1059999,-10.14435,-0.204,-0.914,-9.749438,-1.064,
-4.0411,-10.19252,-0.4085009,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.55789,0.656,0.1059999,-10.1444,-0.204,-0.914,-9.749559,-1.064,
-4.0411,-10.19247,-0.4085138,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.55686,0.656,0.1059999,-10.14439,-0.204,-0.914,-9.749652,-1.064,
-4.041113,-10.19249,-0.408355,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.55618,0.656,0.1059999,-10.14433,-0.204,-0.914,-9.749653,-1.064,
-4.041052,-10.19272,-0.4080207,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.55552,0.656,0.1059999,-10.14421,-0.204,-0.914,-9.749604,-1.064,
-4.041086,-10.19242,-0.4084499,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.55456,0.656,0.1059999,-10.14395,-0.204,-0.914,-9.749441,-1.064,
-4.041125,-10.19247,-0.4086149,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.55395,0.656,0.1059999,-10.14372,-0.204,-0.914,-9.749273,-1.064,
-4.040997,-10.19242,-0.4088237,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.55308,0.656,0.1059999,-10.14329,-0.204,-0.914,-9.748934,-1.064,
-4.041026,-10.19247,-0.4086363,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.55227,0.656,0.1059999,-10.14276,-0.204,-0.914,-9.748492,-1.064,
-4.040952,-10.19275,-0.4082606,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.55178,0.656,0.1059999,-10.14235,-0.204,-0.914,-9.748143,-1.064,
-4.040982,-10.19281,-0.4080398,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.55132,0.656,0.1059999,-10.14191,-0.204,-0.914,-9.747753,-1.064,
-4.041005,-10.19256,-0.4084754,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.5507,0.656,0.1059999,-10.14118,-0.204,-0.914,-9.747095,-1.064,
-4.041019,-10.19255,-0.4085121,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.55033,0.656,0.1059999,-10.14065,-0.204,-0.914,-9.746611,-1.064,
-4.041125,-10.19258,-0.4085789,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.54987,0.656,0.1059999,-10.13979,-0.204,-0.914,-9.745822,-1.064,
-4.041114,-10.19255,-0.4084494,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.5495,0.656,0.1059999,-10.13888,-0.204,-0.914,-9.744965,-1.064,
-4.041053,-10.1925,-0.4085338,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.54924,0.656,0.1059999,-10.13792,-0.204,-0.914,-9.74405,-1.064,
-4.041021,-10.19277,-0.4081633,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.54913,0.656,0.1059999,-10.13726,-0.204,-0.914,-9.743412,-1.064,
-4.041035,-10.19246,-0.4085248,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.54907,0.656,0.1059999,-10.13659,-0.204,-0.914,-9.742757,-1.064,
-4.041151,-10.19247,-0.40856,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.54905,0.656,0.1059999,-10.1359,-0.204,-0.914,-9.742085,-1.064,
-4.041123,-10.19243,-0.4087186,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.54912,0.656,0.1059999,-10.13486,-0.204,-0.914,-9.741058,-1.064,
-4.041087,-10.19269,-0.4082351,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.54922,0.656,0.1059999,-10.13416,-0.204,-0.914,-9.740364,-1.064,
-4.041127,-10.19269,-0.4082379,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.54937,0.656,0.1059999,-10.13346,-0.204,-0.914,-9.739667,-1.064,
-4.04117,-10.19239,-0.408658,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.54969,0.656,0.1059999,-10.13243,-0.204,-0.914,-9.738622,-1.064,
-4.041209,-10.19237,-0.4087651,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.54996,0.656,0.1059999,-10.13175,-0.204,-0.914,-9.73793,-1.064,
-4.041162,-10.19259,-0.4085557,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.55027,0.656,0.1059999,-10.13108,-0.204,-0.914,-9.737247,-1.064,
-4.041114,-10.19247,-0.408613,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.55082,0.656,0.1059999,-10.13012,-0.204,-0.914,-9.736246,-1.064,
-4.041121,-10.19225,-0.4090106,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.55124,0.656,0.1059999,-10.1295,-0.204,-0.914,-9.735599,-1.064,
-4.041136,-10.19225,-0.4090025,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.55169,0.656,0.1059999,-10.1289,-0.204,-0.914,-9.734971,-1.064,
-4.041154,-10.19254,-0.4086034,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.55218,0.656,0.1059999,-10.12833,-0.204,-0.914,-9.734366,-1.064,
-4.041163,-10.19224,-0.4090283,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.55271,0.656,0.1059999,-10.12779,-0.204,-0.914,-9.733788,-1.064,
-4.041163,-10.19218,-0.4090652,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.55326,0.656,0.1059999,-10.12729,-0.204,-0.914,-9.733237,-1.064,
-4.041124,-10.19211,-0.4090974,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.55415,0.656,0.1059999,-10.12659,-0.204,-0.914,-9.732471,-1.064,
-4.041101,-10.19238,-0.4087069,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.55477,0.656,0.1059999,-10.12618,-0.204,-0.914,-9.732003,-1.064,
-4.041152,-10.19213,-0.4091804,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.55574,0.656,0.1059999,-10.12563,-0.204,-0.914,-9.731373,-1.064,
-4.041146,-10.19208,-0.4091856,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.5564,0.656,0.1059999,-10.12532,-0.204,-0.914,-9.731002,-1.064,
-4.041065,-10.19203,-0.4094684,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.55708,0.656,0.1059999,-10.12505,-0.204,-0.914,-9.730674,-1.064,
-4.040984,-10.19205,-0.4095278,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.55812,0.656,0.1059999,-10.12473,-0.204,-0.914,-9.730265,-1.064,
-4.041071,-10.19243,-0.4088993,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.55881,0.656,0.1059999,-10.12458,-0.204,-0.914,-9.730048,-1.064,
-4.041059,-10.19209,-0.4093115,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.55951,0.656,0.1059999,-10.12448,-0.204,-0.914,-9.729878,-1.064,
-4.041099,-10.19213,-0.4093397,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.56021,0.656,0.1059999,-10.12442,-0.204,-0.914,-9.729757,-1.064,
-4.041072,-10.19212,-0.4093888,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.56124,0.656,0.1059999,-10.12443,-0.204,-0.914,-9.729665,-1.064,
-4.041041,-10.1924,-0.4090023,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.56191,0.656,0.1059999,-10.1245,-0.204,-0.914,-9.729664,-1.064,
-4.041067,-10.19216,-0.4094942,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.56258,0.656,0.1059999,-10.12461,-0.204,-0.914,-9.729712,-1.064,
-4.041106,-10.19214,-0.4094493,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.56322,0.656,0.1059999,-10.12477,-0.204,-0.914,-9.729809,-1.064,
-4.041201,-10.19249,-0.4090056,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.56473,0.656,0.1059999,-10.12538,-0.204,-0.914,-9.730259,-1.064,
-4.041156,-10.19249,-0.408849,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.56556,0.656,0.1059999,-10.12588,-0.204,-0.914,-9.730667,-1.064,
-4.04113,-10.19241,-0.4088967,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524,-1.424,-10.56632,0.656,0.1059999,-10.12647,-0.204,-0.914,-9.731174,-1.064,
