-1.217411,-11.01,0.007724524,-0.9674108,-10.01,0.007724524,-1.467411,-10.01,0.007724524
-4.053905,-10.17704,-0.4470589,-0.9674108,-10.01,0.007724524,-1.467411,-10.01,0.007724524
-4.053972,-10.1776,-0.446243,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053923,-10.17753,-0.4460797,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.05391,-10.17777,-0.4459503,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053942,-10.17779,-0.44611,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053917,-10.17782,-0.4458747,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053792,-10.17769,-0.4458764,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053825,-10.17774,-0.4457827,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053841,-10.17773,-0.4457335,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053843,-10.17774,-0.4457462,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053909,-10.17771,-0.4457431,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.05388,-10.17767,-0.4457374,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053897,-10.17766,-0.445688,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053885,-10.17769,-0.4456637,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053867,-10.17766,-0.4457405,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053895,-10.17767,-0.4456778,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053812,-10.17759,-0.445889,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053838,-10.17763,-0.4459784,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053818,-10.17764,-0.4459882,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053876,-10.17774,-0.445905,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.05393,-10.17769,-0.4459863,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
Position_HeadSet_x,Position_HeadSet_y,Position_HeadSet_z,Position_Right_x,Position_Right_y,Position_Right_z,Position_Left_x,Position_Left_y,Position_Left_z,
-4.053931,-10.17774,-0.4459939,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053888,-10.17787,-0.4457114,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053869,-10.17786,-0.4456871,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053843,-10.17779,-0.4458802,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053892,-10.17789,-0.4457176,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053839,-10.17779,-0.4458301,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053918,-10.17776,-0.445894,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053912,-10.17776,-0.4459054,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053782,-10.1776,-0.4461401,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053823,-10.17762,-0.4460008,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053803,-10.17758,-0.446064,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053877,-10.17766,-0.4460912,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053844,-10.17771,-0.4458232,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053893,-10.17765,-0.4459734,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053971,-10.17766,-0.4461102,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053929,-10.17774,-0.445883,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053891,-10.17776,-0.4459529,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053837,-10.17766,-0.4460495,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053851,-10.17773,-0.4459286,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053874,-10.17771,-0.4460182,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053968,-10.17777,-0.4459064,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053909,-10.17769,-0.4459152,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053964,-10.1777,-0.4458733,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053962,-10.17774,-0.4458287,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053946,-10.17773,-0.4458015,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053929,-10.17777,-0.4457371,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053925,-10.17774,-0.4457524,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053866,-10.17774,-0.4456947,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.05383,-10.17772,-0.44577,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053826,-10.17768,-0.4458308,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053905,-10.17768,-0.445967,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053881,-10.17762,-0.4460614,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053869,-10.17759,-0.4460919,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053814,-10.17757,-0.4462044,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.05387,-10.17763,-0.4460752,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053848,-10.1776,-0.4459817,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053866,-10.17756,-0.4459844,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.05391,-10.17757,-0.4460754,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053922,-10.1775,-0.4461486,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053887,-10.17751,-0.4460113,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053885,-10.17756,-0.4459894,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053807,-10.17757,-0.4460964,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053812,-10.17757,-0.4460363,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
-4.053867,-10.17762,-0.4458938,-1.217411,-11.01,0.007724524,-1.217411,-11.01,0.007724524
